Budget Period,Agency,Fund,Program,Activity,Available Amount,Obligated Amount,Spend Amount,Remaining Amount,Budget Amount,Budget Remaining Amount
2020,Administration Dept,Payroll Clearing,-,-,0,0,0,0,0,0
2020,Administration Dept,Permanent School,Strategic Mgmt Services,School Trust Lands,63308,0,63308,0,63308,0
2020,Administration Dept,Plant Management,Govt and Citizen Services,Facilities Management,58332393.29,0,55355648.55,2976744.74,58987667.47,3632018.92
2020,Administration Dept,Public TV Appr Bond Proceeds,Fiscal Agent,Public Broadcasting,15000000,6091578.7,8908421.29,0.01,15000000,0.01
2020,Administration Dept,Restrict Misc Special Revenue,Govt and Citizen Services,Data Practices Office,78580.95,0,48715.95,29865,48715.95,0
2020,Administration Dept,Restrict Misc Special Revenue,Govt and Citizen Services,Facilities Management,4274820.03,0,3830476.11,444343.92,4089094.54,258618.43
2020,Administration Dept,Restrict Misc Special Revenue,Govt and Citizen Services,Real Estate & Construction Agent,0,0,0,0,0,0
2020,Administration Dept,Restrict Misc Special Revenue,Govt and Citizen Services,State Archaeologist,5026.68,0,5026.68,0,5026.68,0
2020,Administration Dept,Restrict Misc Special Revenue,Govt and Citizen Services,State Demographer,15000,0,10749.86,4250.14,10749.86,0
2020,Administration Dept,Restrict Misc Special Revenue,Govt and Citizen Services,State Historic Preservation,238568.36,0,213242.86,25325.5,215199.78,1956.92
2020,Administration Dept,Restrict Misc Special Revenue,Strategic Mgmt Services,Exec Support Leadership/Partnerships,0.99,0,0,0.99,0,0
2020,Administration Dept,Risk Management,Govt and Citizen Services,Risk Management,14278076.99,0,14276554.49,1522.5,14303773.2,27218.71
2020,Administration Dept,Surplus Propert,Govt and Citizen Services,Fleet And Surplus Services,1595172.62,0,1263895.3,331277.32,1278134.01,14238.71
2020,Administrative Hearings,Administrative Hearings,Administrative Hearings,Administrative Hearings,3483361.36,0,2390461.24,1092900.12,2390461.24,0
2020,Administrative Hearings,Coronavirus Relief Fund,Administrative Hearings,Administrative Hearings,6390.44,0,6390.44,0,6390.44,0
2020,Administrative Hearings,Coronavirus Relief Fund,Administrative Hearings,Workers Compensation-OAH,0,0,0,0,0,0
2020,Administrative Hearings,Environmental,Administrative Hearings,Administrative Hearings,20391.87,0,20391.87,0,20391.87,0
2020,Administrative Hearings,General,Administrative Hearings,Administrative Hearings,376232.09,0,376232.09,0,376232.09,0
2020,Administrative Hearings,Payroll Clearing,-,-,0,0,0,0,0,0
2020,Administrative Hearings,Workers Comp Transcript,Administrative Hearings,Workers Compensation-OAH,6129.76,0,3907.76,2222,3907.76,0
2020,Administrative Hearings,Workers Compensation,Administrative Hearings,Workers Compensation-OAH,6750938.02,0,6750938.02,0,6750938.02,0
2020,Agriculture Dept,Agriculture Fund,Admin and Financial Assist,Agency Services - Agriculture,315640.17,0,305842.59,9797.58,305842.59,0
2020,Agriculture Dept,Agriculture Fund,Ag Marketing & Development,"Marketing, Development, and Innovation",403690.85,0,402157.33,1533.52,406878.61,4721.28
2020,Agriculture Dept,Agriculture Fund,Promotion and Marketing,Ag Marketing and Development,512805.61,0,512805.61,0,512921.74,116.13
2020,Agriculture Dept,Agriculture Fund,Protection Service,Dairy and Meat Inspection,2988486.01,0,2725863.85,262622.16,2726170.78,306.93
2020,Agriculture Dept,Agriculture Fund,Protection Service,Food and Feed Safety,2952131.67,0,2811670.14,140461.53,2811670.14,0
2020,Agriculture Dept,Agriculture Fund,Protection Service,Lab Services,3448110.47,0,3448110.47,0,3448110.47,0
2020,Agriculture Dept,Agriculture Fund,Protection Service,Pesticide and Fertilizer Mgmt,16753653.81,0,16753653.81,0,16753653.81,0
2020,Agriculture Dept,Agriculture Fund,Protection Service,Plant Protection,4423672.5,0,4423672.5,0,4423672.5,0
2020,Agriculture Dept,Agriculture Fund,Value-added Products,Value-Added,9440791.9,0,9440791.9,0,9441146.24,354.34
2020,Agriculture Dept,Arts & Cultural Heritage Fund,Admin and Financial Assist,Grants and Assistance,304104.67,0,304104.67,0,326199.87,22095.2
2020,Agriculture Dept,COVID Minnesota,Admin and Financial Assist,Agency Services - Agriculture,0,0,0,0,0,0
2020,Agriculture Dept,Clean Water Fund,Admin and Financial Assist,Agency Services - Agriculture,44144.45,0,44144.45,0,44144.45,0
2020,Agriculture Dept,Clean Water Fund,Protection Service,Pesticide and Fertilizer Mgmt,8435990.25,0,8435990.25,0,8435990.25,0
2020,Agriculture Dept,Clean Water Revolving Fund,Admin and Financial Assist,Agency Services - Agriculture,12094624.61,0,12094624.61,0,12094624.61,0
2020,Agriculture Dept,Coronavirus Relief Fund,Admin and Financial Assist,Agency Services - Agriculture,1238950.57,0,1238950.57,0,1238950.57,0
2020,Agriculture Dept,Coronavirus Relief Fund,Admin and Financial Assist,Grants and Assistance,522.86,0,522.86,0,522.86,0
2020,Agriculture Dept,Coronavirus Relief Fund,Promotion and Marketing,Ag Marketing and Development,4936.08,0,4936.08,0,4936.08,0
2020,Agriculture Dept,Coronavirus Relief Fund,Value-added Products,Value-Added,216067.74,0,216067.74,0,216067.74,0
2020,Agriculture Dept,Environment & Natural Resource,Protection Service,Pesticide and Fertilizer Mgmt,152678.29,0,152678.29,0,152678.29,0
2020,Agriculture Dept,Environment & Natural Resource,Protection Service,Plant Protection,836360.52,0,836360.52,0,836360.52,0
2020,Agriculture Dept,Federal,Admin and Financial Assist,Agency Services - Agriculture,85000,0,0,85000,0,0
2020,Agriculture Dept,Federal,Ag Marketing & Development,"Marketing, Development, and Innovation",3088353.7,0,2216695.69,871658.01,2221045.96,4350.27
2020,Agriculture Dept,Federal,Promotion and Marketing,Ag Marketing and Development,29912.49,0,4710,25202.49,4710,0
2020,Agriculture Dept,Federal,Protection Service,Dairy and Meat Inspection,2000582.45,0,2000581.43,1.02,2000581.43,0
2020,Agriculture Dept,Federal,Protection Service,Food and Feed Safety,2380827.08,0,2343163.01,37664.07,2343163.01,0
2020,Agriculture Dept,Federal,Protection Service,Lab Services,1716394.79,0,1716394.79,0,1716394.79,0
2020,Agriculture Dept,Federal,Protection Service,Pesticide and Fertilizer Mgmt,452473,0,276607.15,175865.85,276607.15,0
2020,Agriculture Dept,Federal,Protection Service,Plant Protection,1475537.05,0,1475537.01,0.04,1475537.01,0
2020,Agriculture Dept,General,Admin and Financial Assist,Agency Services - Agriculture,4728676.26,0,4728676.26,0,4728676.26,0
2020,Agriculture Dept,General,Admin and Financial Assist,Grants and Assistance,2617194.73,0,2617194.73,0,3933000,1315805.27
2020,Agriculture Dept,General,Ag Marketing & Development,"Marketing, Development, and Innovation",3364970.56,0,3364970.56,0,3387134.01,22163.45
2020,Agriculture Dept,General,Promotion and Marketing,Ag Marketing and Development,43907.11,0,43907.11,0,44230.97,323.86
2020,Agriculture Dept,General,Protection Service,Dairy and Meat Inspection,2563705.24,0,2563705.24,0,2564255.24,550
2020,Agriculture Dept,General,Protection Service,Food and Feed Safety,6685032.86,0,6685032.86,0,6692156.19,7123.33
2020,Agriculture Dept,General,Protection Service,Lab Services,4648860.01,0,4648860.01,0,4659434.97,10574.96
2020,Agriculture Dept,General,Protection Service,Pesticide and Fertilizer Mgmt,537996.37,0,537996.37,0,537996.37,0
2020,Agriculture Dept,General,Protection Service,Plant Protection,3024617.15,0,3024617.15,0,3024617.15,0
2020,Agriculture Dept,General,Value-added Products,Value-Added,15809787.73,0,15809787.73,0,16301214.8,491427.07
2020,Agriculture Dept,Gift,Admin and Financial Assist,Agency Services - Agriculture,64.29,0,0,64.29,0,0
2020,Agriculture Dept,Gift,Admin and Financial Assist,Grants and Assistance,0,0,0,0,0,0
2020,Agriculture Dept,Gift,Ag Marketing & Development,"Marketing, Development, and Innovation",33.54,0,0,33.54,0,0
2020,Agriculture Dept,Miscellaneous Agency,Admin and Financial Assist,Agency Services - Agriculture,0,0,0,0,0,0
2020,Agriculture Dept,Miscellaneous Agency,Protection Service,Plant Protection,60751.58,0,60751.58,0,60751.58,0
2020,Agriculture Dept,Other Misc Special Revenue,Admin and Financial Assist,Agency Services - Agriculture,6034292.6,0,6034292.6,0,6034292.6,0
2020,Agriculture Dept,Payroll Clearing,-,-,0,0,0,0,0,0
2020,Agriculture Dept,Remediation Fund,Protection Service,Pesticide and Fertilizer Mgmt,1670894.44,0,1670894.44,0,1670894.44,0
2020,Agriculture Dept,Restrict Misc Special Revenue,Admin and Financial Assist,Agency Services - Agriculture,5071801.56,0,4600162.39,471639.17,4600162.39,0
2020,Agriculture Dept,Restrict Misc Special Revenue,Ag Marketing & Development,"Marketing, Development, and Innovation",285288.47,0,197613.53,87674.94,238020.23,40406.7
2020,Agriculture Dept,Restrict Misc Special Revenue,Promotion and Marketing,Ag Marketing and Development,0,0,0,0,0,0
2020,Agriculture Dept,Restrict Misc Special Revenue,Protection Service,Dairy and Meat Inspection,115578.72,0,114019.96,1558.76,114019.96,0
2020,Agriculture Dept,Restrict Misc Special Revenue,Protection Service,Food and Feed Safety,967277.24,0,896149.17,71128.07,896149.17,0
2020,Agriculture Dept,Restrict Misc Special Revenue,Protection Service,Lab Services,67777.6,0,67777.6,0,67777.6,0
2020,Agriculture Dept,Restrict Misc Special Revenue,Protection Service,Pesticide and Fertilizer Mgmt,46663.24,0,46663.24,0,46663.24,0
2020,Agriculture Dept,Restrict Misc Special Revenue,Protection Service,Plant Protection,0,0,0,0,0,0
2020,Agriculture Dept,Rural Finance Administration,Admin and Financial Assist,Agency Services - Agriculture,51328594.48,0,51135343.63,193250.85,51135343.63,0
2020,Agriculture Utilization Resrch,General,Ag Utilization Research Institute,Ag Utilization Research Institute,3893000,0,3893000,0,3893000,0
2020,Amateur Sports Comm,Building Construction-Bonded,Amateur Sports Commission,Amateur Sports Commission,5845597,236928.03,5580872.97,27796,5817801,0
2020,Amateur Sports Comm,General,Amateur Sports Commission,Amateur Sports Commission,290061.82,0,290061.82,0,290061.82,0
2020,Amateur Sports Comm,Gift,Amateur Sports Commission,Amateur Sports Commission,0,0,0,0,0,0
2020,Amateur Sports Comm,Restrict Misc Special Revenue,Amateur Sports Commission,Amateur Sports Commission,249593.06,0,247283.03,2310.03,247283.03,0
2020,Animal Health Board,Federal,Livestock And Poultry Health,Disease Regulation And Control,835986.91,0,703575.39,132411.52,703575.39,0
2020,Animal Health Board,General,Livestock And Poultry Health,Disease Regulation And Control,5540686.21,0,5540686.21,0,5540763.94,77.73
2020,Animal Health Board,Payroll Clearing,-,-,0,0,0,0,0,0
2020,Animal Health Board,Restrict Misc Special Revenue,Livestock And Poultry Health,Disease Regulation And Control,317806.35,0,275280.19,42526.16,275280.19,0
2020,"Architecture, Engineering Bd",General,AELSLA,AELSLA,681774.6,0,681774.6,0,684884.65,3110.05
2020,"Architecture, Engineering Bd",Payroll Clearing,-,-,0,0,0,0,0,0
2020,Arts Board,Arts & Cultural Heritage Fund,Arts Board,Arts Board,32235483.9,0,32235483.9,0,32275469.41,39985.51
2020,Arts Board,Federal,Arts Board,Arts Board,780708.62,0,765535.45,15173.17,770587.02,5051.57
2020,Arts Board,General,Arts Board,Arts Board,7979677.44,0,7979677.44,0,8059139.86,79462.42
2020,Arts Board,Gift,Arts Board,Arts Board,934.62,0,0,934.62,0,0
2020,Arts Board,Payroll Clearing,-,-,0,0,0,0,0,0
2020,Arts Board,Restrict Misc Special Revenue,Arts Board,Arts Board,190,0,0,190,0,0
2020,Asian-Pacific Council,General,Asian Pacific Council,Asian Pacific Council,470006.26,0,470006.26,0,487404.22,17397.96
2020,Asian-Pacific Council,Gift,Asian Pacific Council,Asian Pacific Council,0,0,0,0,0,0
2020,Asian-Pacific Council,Payroll Clearing,-,-,0,0,0,0,0,0
2020,Asian-Pacific Council,Restrict Misc Special Revenue,Asian Pacific Council,Asian Pacific Council,0,0,0,0,0,0
2020,Attorney General,Coronavirus Relief Fund,Attorney General,Administrative Operations,994074,0,994074,0,994074,0
2020,Attorney General,Environmental,Attorney General,Regulatory Law and Professions,0,0,0,0,0,0
2020,Attorney General,Federal,Attorney General,Health and Safety,2426876.57,0,2426876.57,0,2426876.57,0
2020,Attorney General,General,Attorney General,Administrative Operations,4400535.65,0,4400535.65,0,4400535.65,0
2020,Attorney General,General,Attorney General,Consumer Protection,2752885.45,0,2752885.45,0,2752885.45,0
2020,Attorney General,General,Attorney General,Government Support,4022063.59,0,4022063.59,0,4022063.59,0
2020,Attorney General,General,Attorney General,Health and Safety,6822678.01,0,6822678.01,0,6822678.01,0
2020,Attorney General,General,Attorney General,Regulatory Law and Professions,2544442.13,0,2544442.13,0,2544442.13,0
2020,Attorney General,General,Attorney General,Solicitor General,1504405.9,0,1504405.9,0,1504405.9,0
2020,Attorney General,Health Related Boards,Attorney General,Health and Safety,21000,0,21000,0,21000,0
2020,Attorney General,Health Related Boards,Attorney General,Regulatory Law and Professions,2255096.51,0,2255096.51,0,2255096.51,0
2020,Attorney General,Miscellaneous Agency,Attorney General,Civil Law,0,0,0,0,0,0
2020,Attorney General,Miscellaneous Agency,Attorney General,Consumer Protection,532278.38,0,532278.38,0,532278.38,0
2020,Attorney General,Miscellaneous Agency,Attorney General,Health and Safety,0,0,0,0,0,0
2020,Attorney General,Other Misc Special Revenue,Attorney General,Administrative Operations,374899.36,0,374899.36,0,374899.36,0
2020,Attorney General,Other Misc Special Revenue,Attorney General,Consumer Protection,2004576.8,0,2004576.8,0,2004576.8,0
2020,Attorney General,Other Misc Special Revenue,Attorney General,Government Support,1252007.1,0,1252007.1,0,1252007.1,0
2020,Attorney General,Other Misc Special Revenue,Attorney General,Health and Safety,3218629.98,0,3218629.98,0,3218629.98,0
2020,Attorney General,Other Misc Special Revenue,Attorney General,Regulatory Law and Professions,2822442.12,0,2822442.12,0,2894874.4,72432.28
2020,Attorney General,Other Misc Special Revenue,Attorney General,Solicitor General,742009.05,0,742009.05,0,742009.05,0
2020,Attorney General,Payroll Clearing,-,-,0,0,0,0,0,0
2020,Attorney General,Remediation Fund,Attorney General,Regulatory Law and Professions,0,0,0,0,0,0
2020,Attorney General,Restrict Misc Special Revenue,Attorney General,Administrative Operations,17249.61,0,17249.61,0,17249.61,0
2020,Attorney General,Restrict Misc Special Revenue,Attorney General,Consumer Protection,2134.7,0,2134.7,0,2134.7,0
2020,Attorney General,Restrict Misc Special Revenue,Attorney General,Health and Safety,223639.62,0,223639.62,0,223639.62,0
2020,Barber Examiners Board,General,Barbers,Barbers,280349.61,0,280349.61,0,284421.14,4071.53
2020,Barber Examiners Board,Payroll Clearing,-,-,0,0,0,0,0,0
2020,Behavioral Health & Therapy Bd,Health Related Boards,Behaviorial Health & Therapy,Behaviorial Health & Therapy,664685.06,0,664685.06,0,698526.82,33841.76
2020,Behavioral Health & Therapy Bd,Payroll Clearing,-,-,0,0,0,0,0,0
2020,Behavioral Health & Therapy Bd,Restrict Misc Special Revenue,Behaviorial Health & Therapy,Behaviorial Health & Therapy,24251,0,22860,1391,22860,0
2020,Board Of Public Defense,General,Administrative Services Office,Administrative Services Office,2169942.77,0,2169942.77,0,2176168.23,6225.46
2020,Board Of Public Defense,General,Appellate Office,State Public Defender,6561147.47,0,6561147.47,0,6561147.47,0
2020,Board Of Public Defense,General,District Public Defense,District Public Defense,84180092.46,0,84180092.46,0,84414419.53,234327.07
2020,Board Of Public Defense,Gift,District Public Defense,District Public Defense,46699.92,0,46699.92,0,46699.92,0
2020,Board Of Public Defense,Payroll Clearing,-,-,0,0,0,0,0,0
2020,Board Of Public Defense,Restrict Misc Special Revenue,District Public Defense,District Public Defense,435346.85,0,435346.85,0,435346.85,0
2020,Board of Teaching,General,Board of Teaching,Operations,547207.91,0,547207.91,0,696200,148992.09
2020,Board of Teaching,General,Prof Educator Licensing Std Bd.,Operations,3595212.91,0,3595212.91,0,3595322.91,110
2020,Board of Teaching,Payroll Clearing,-,-,0,0,0,0,0,0
2020,Board of Teaching,Restrict Misc Special Revenue,Prof Educator Licensing Std Bd.,Licensure by Portfolio,34731.14,0,15131.14,19600,15131.14,0
2020,Board of Teaching,Restrict Misc Special Revenue,Prof Educator Licensing Std Bd.,Operations,269071.66,0,225908.25,43163.41,226375,466.75
2020,Bureau of Mediation Services,General,Mediation Services,Representation Mediation,1737159.05,0,1737159.05,0,1737159.05,0
2020,Bureau of Mediation Services,Other Misc Special Revenue,Mediation Services,Representation Mediation,3717.28,0,0,3717.28,0,0
2020,Bureau of Mediation Services,Payroll Clearing,-,-,0,0,0,0,0,0
2020,Campaign Fin & Public Discl Bd,General,Campaign Finance & Publ Disc,Campaign Finance & Publ Disc,1050987.04,0,1050987.04,0,1058674.43,7687.39
2020,Campaign Fin & Public Discl Bd,Other Misc Special Revenue,Campaign Finance & Publ Disc,Campaign Finance & Publ Disc,75404.42,0,74700.91,703.51,74700.91,0
2020,Campaign Fin & Public Discl Bd,Payroll Clearing,-,-,0,0,0,0,0,0
2020,Capitol Area Architect,General,Capitol Area Arch Planning Bd,Capitol Area Arch Planning Bd,349675.26,0,349675.26,0,350628.44,953.18
2020,Capitol Area Architect,Gift,Capitol Area Arch Planning Bd,Capitol Area Arch Planning Bd,0,0,0,0,0,0
2020,Capitol Area Architect,Payroll Clearing,-,-,0,0,0,0,0,0
2020,Capitol Area Architect,Restrict Misc Special Revenue,Capitol Area Arch Planning Bd,Capitol Area Arch Planning Bd,14999.53,0,14999.53,0,14999.53,0
2020,Chiropractors Board,Health Related Boards,Chiropractors Board Of,Chiropractors Board Of,535041.34,0,535041.34,0,565006.76,29965.42
2020,Chiropractors Board,Payroll Clearing,-,-,0,0,0,0,0,0
2020,Chiropractors Board,Restrict Misc Special Revenue,Chiropractors Board Of,Chiropractors Board Of,4444.75,0,3752.75,692,3752.75,0
2020,Combative Sports Commission,Payroll Clearing,-,-,0,0,0,0,0,0
2020,Commerce Dept,Federal,Energy Resources,Energy Resources,124150238.88,0,121954517.34,2195721.54,121985933.83,31416.49
2020,Commerce Dept,Federal,Insurance,Insurance,125187.48,0,110311.84,14875.64,110311.84,0
2020,Commerce Dept,Federal,Reinsurance Program,Reinsurance Program,215477557,0,215477557,0,215477557,0
2020,Commerce Dept,General,Administrative Services -Commerce,Administrative Services-Commerce,6685169.06,0,6685169.06,0,6714666.56,29497.5
2020,Commerce Dept,General,Energy Resources,Energy Resources,4476386.66,0,4476386.66,0,4499831.19,23444.53
2020,Commerce Dept,General,Enforcement,Enforcement,5549471.21,0,5549471.21,0,5568276.23,18805.02
2020,Commerce Dept,General,Financial Institutions,Financial Institutions,400000,0,400000,0,400000,0
2020,Commerce Dept,General,Insurance,Insurance,4831089.69,0,4831089.69,0,4847514,16424.31
2020,Commerce Dept,General,Telecommunications,Telecommunications,884869.78,0,884869.78,0,887250.51,2380.73
2020,Commerce Dept,Gift,Energy Resources,Energy Resources,338.38,0,0,338.38,0,0
2020,Commerce Dept,Miscellaneous Agency,Enforcement,Enforcement,75000,0,0,75000,0,0
2020,Commerce Dept,Miscellaneous Agency,Insurance,Insurance,0,0,0,0,0,0
2020,Commerce Dept,Oil Overcharge,Energy Resources,Energy Resources,0,0,0,0,0,0
2020,Commerce Dept,Other Misc Special Revenue,Insurance,Insurance,300000,0,300000,0,300000,0
2020,Commerce Dept,Other Misc Special Revenue,Reinsurance Program,Reinsurance Program,70696978.36,0,70631999.79,64978.57,71371765.79,739766
2020,Commerce Dept,Payroll Clearing,-,-,0,0,0,0,0,0
2020,Commerce Dept,Petroleum Tank Release Cleanup,Petroleum Tank Cleanup Fund,Petroleum Tank Cleanup Fund,5050036.7,0,5050036.7,0,5054094.93,4058.23
2020,Commerce Dept,Renewable Development,Energy Resources,Energy Resources,3620286.46,0,3620286.46,0,3620286.46,0
2020,Commerce Dept,Restrict Misc Special Revenue,Administrative Services -Commerce,Administrative Services-Commerce,1937339.27,0,1937339.27,0,1937339.27,0
2020,Commerce Dept,Restrict Misc Special Revenue,Energy Resources,Energy Resources,11910628.29,0,8131454.96,3779173.33,8298253.46,166798.5
2020,Commerce Dept,Restrict Misc Special Revenue,Enforcement,Enforcement,6419142.65,0,6419142.2,0.45,6419864.36,722.16
