Budget Period,Agency,Fund,Program,Activity,Available Amount,Obligated Amount,Spend Amount,Remaining Amount,Budget Amount,Budget Remaining Amount
2022,Administration Dept,Federal,Govt and Citizen Services,State Assistive Tech (STAR),415374.41,0,415374.41,0,415374.41,0
2022,Administration Dept,Federal,Govt and Citizen Services,State Historic Preservation,1017288.37,0,1004094.25,13194.12,1012594.29,8500.04
2022,Administration Dept,Fleet Service,Govt and Citizen Services,Fleet And Surplus Services,7552148.38,0,7409275.42,142872.96,7639095.91,229820.49
2022,Administration Dept,General,Fiscal Agent,In Lieu Of Rent,10515000,0,10515000,0,10515000,0
2022,Administration Dept,General,Fiscal Agent,Misc Grants/Studies/Others,132635.85,0,132635.85,0,132635.85,0
2022,Administration Dept,General,Fiscal Agent,Public Broadcasting,2943999.43,0.16,2943999.27,0,2943999.43,0
2022,Administration Dept,General,Govt and Citizen Services,Data Practices Office,476364.06,0,476364.06,0,478985.79,2621.73
2022,Administration Dept,General,Govt and Citizen Services,Developmental Disabilities Council,222000,0,222000,0,222000,0
2022,Administration Dept,General,Govt and Citizen Services,Enterprise Real Property Prog,674082.77,0,674082.77,0,676440.18,2357.41
2022,Administration Dept,General,Govt and Citizen Services,Facilities Management,438345.19,0,438345.19,0,438395.41,50.22
2022,Administration Dept,General,Govt and Citizen Services,Office Of Grants Management,143261.56,0,143261.56,0,146788.91,3527.35
2022,Administration Dept,General,Govt and Citizen Services,Office of Collab/Dispute Res,380393.41,0,380393.41,0,383241.34,2847.93
2022,Administration Dept,General,Govt and Citizen Services,Office of State Procurement,2418085.04,0,2418085.04,0,2421670.39,3585.35
2022,Administration Dept,General,Govt and Citizen Services,Operational Excellence,370738.09,0,370738.09,0,374570.89,3832.8
2022,Administration Dept,General,Govt and Citizen Services,Real Estate & Construction Agent,2575215.82,0,2575215.82,0,2651087.97,75872.15
2022,Administration Dept,General,Govt and Citizen Services,Risk Management,763716.29,0,763716.29,0,763716.29,0
2022,Administration Dept,General,Govt and Citizen Services,Small Agency Resource Team,381932.65,0,381932.65,0,391657.04,9724.39
2022,Administration Dept,General,Govt and Citizen Services,State Archaeologist,311308.83,0,311308.83,0,311880.86,572.03
2022,Administration Dept,General,Govt and Citizen Services,State Assistive Tech (STAR),0,0,0,0,0,0
2022,Administration Dept,General,Govt and Citizen Services,State Demographer,667054.94,0,667054.94,0,677656.53,10601.59
2022,Administration Dept,General,Govt and Citizen Services,State Historic Preservation,533066.97,0,533066.97,0,538996.46,5929.49
2022,Administration Dept,General,Strategic Mgmt Services,Exec Support Leadership/Partnerships,663504.08,0,663504.08,0,695166.6,31662.52
2022,Administration Dept,General,Strategic Mgmt Services,Financial Mgmt And Reporting,874981.23,0,874981.23,0,892715.88,17734.65
2022,Administration Dept,General,Strategic Mgmt Services,Human Resources-Administration,429928.5,0,429928.5,0,441320.38,11391.88
2022,Administration Dept,General Projects,Govt and Citizen Services,Real Estate & Construction Agent,6369831.86,3.79,6354728.07,15100,6369831.86,15100
2022,Administration Dept,Gift,Fiscal Agent,Misc Grants/Studies/Others,10366.56,0,10300,66.56,10300,0
2022,Administration Dept,Gift,Govt and Citizen Services,Facilities Management,44077.72,0,43235,842.72,43235,0
2022,Administration Dept,Gift,Govt and Citizen Services,Real Estate & Construction Agent,571192.93,0,118120.13,453072.8,249281.8,131161.67
2022,Administration Dept,Gift,Govt and Citizen Services,State Archaeologist,2.37,0,0,2.37,0,0
2022,Administration Dept,Gift,Govt and Citizen Services,State Assistive Tech (STAR),0,0,0,0,0,0
2022,Administration Dept,MN Bookstore,Govt and Citizen Services,Mailing Lists/State Register,312950.73,0,312950.73,0,338235.57,25284.84
2022,Administration Dept,Master Lease,Govt And Citizen Services,Fleet And Surplus Services,10000858.19,0,2298698.7,7702159.49,2298698.7,0
2022,Administration Dept,Master Lease,Govt and Citizen Services,Fleet And Surplus Services,1705732.15,0,1705732.15,0,1705732.15,0
2022,Administration Dept,Oil Overcharge,Fiscal Agent,Misc Grants/Studies/Others,0,0,0,0,0,0
2022,Administration Dept,Other Misc Special Revenue,Govt and Citizen Services,Enterprise Real Property Prog,0,0,0,0,0,0
2022,Administration Dept,Other Misc Special Revenue,Govt and Citizen Services,Enterprise Sustainability,609698.83,0,609698.83,0,618674.34,8975.51
2022,Administration Dept,Other Misc Special Revenue,Govt and Citizen Services,Facilities Management,0,0,0,0,0,0
2022,Administration Dept,Other Misc Special Revenue,Govt and Citizen Services,Office of State Procurement,0,0,0,0,0,0
2022,Administration Dept,Other Misc Special Revenue,Govt and Citizen Services,Procurement Tech Asst Center,75170.39,0,75170.39,0,75170.39,0
2022,Administration Dept,Other Misc Special Revenue,Govt and Citizen Services,Real Estate & Construction Agent,500000,0,500000,0,500000,0
2022,Administration Dept,Other Misc Special Revenue,Govt and Citizen Services,Risk Management,0,0,0,0,0,0
2022,Administration Dept,Other Misc Special Revenue,Govt and Citizen Services,Small Agency Resource Team,1177153.96,0,1177153.96,0,1188294.42,11140.46
2022,Administration Dept,Other Misc Special Revenue,Govt and Citizen Services,State Archaeologist,125000,0,64665.33,60334.67,65713.97,1048.64
2022,Administration Dept,Other Misc Special Revenue,Govt and Citizen Services,State Assistive Tech (STAR),0,0,0,0,0,0
2022,Administration Dept,Other Misc Special Revenue,Govt and Citizen Services,State Historic Preservation,150000,0,13380.33,136619.67,13380.33,0
2022,Administration Dept,Other Misc Special Revenue,Strategic Mgmt Services,Exec Support Leadership/Partnerships,0,0,0,0,0,0
2022,Administration Dept,Payroll Clearing,-,-,0,0,0,0,0,0
2022,Administration Dept,Plant Management,Govt and Citizen Services,Facilities Management,57309306.73,0,56971511.22,337795.51,56997971.22,26460
2022,Administration Dept,Renewable Development,Govt and Citizen Services,Enterprise Sustainability,23417.34,0,23417.34,0,32757.45,9340.11
2022,Administration Dept,Renewable Development,Govt and Citizen Services,Real Estate & Construction Agent,124746.12,0,124746.12,0,124746.12,0
2022,Administration Dept,Restrict Misc Special Revenue,Govt and Citizen Services,Data Practices Office,41484.04,0,41484.04,0,41484.04,0
2022,Administration Dept,Restrict Misc Special Revenue,Govt and Citizen Services,Facilities Management,4416640.73,0,4414162.73,2478,4522125.72,107962.99
2022,Administration Dept,Restrict Misc Special Revenue,Govt and Citizen Services,Office of State Procurement,10921.73,0,10921.73,0,10921.73,0
2022,Administration Dept,Restrict Misc Special Revenue,Govt and Citizen Services,Real Estate & Construction Agent,0,0,0,0,0,0
2022,Administration Dept,Restrict Misc Special Revenue,Govt and Citizen Services,Risk Management,35503392.54,0,32261396.98,3241995.56,32615107.27,353710.29
2022,Administration Dept,Restrict Misc Special Revenue,Govt and Citizen Services,State Archaeologist,146525.21,0,39575.21,106950,39575.21,0
2022,Administration Dept,Restrict Misc Special Revenue,Govt and Citizen Services,State Assistive Tech (STAR),161921.08,0,161921.08,0,163589.39,1668.31
2022,Administration Dept,Restrict Misc Special Revenue,Govt and Citizen Services,State Historic Preservation,233298.87,0,233298.87,0,233298.87,0
2022,Administration Dept,Restrict Misc Special Revenue,Strategic Mgmt Services,Exec Support Leadership/Partnerships,0,0,0,0,0,0
2022,Administration Dept,Risk Management,Govt and Citizen Services,Risk Management,16116835.6,0,16116835.6,0,16116835.6,0
2022,Administration Dept,Surplus Propert,Govt and Citizen Services,Fleet And Surplus Services,1846433.08,0,1757334.35,89098.73,1809763.85,52429.5
2022,Administrative Hearings,Administrative Hearings,Administrative Hearings,Administrative Hearings,2698862.18,0,2698862.18,0,2712068.41,13206.23
2022,Administrative Hearings,Environmental,Administrative Hearings,Administrative Hearings,39035.49,0,39035.49,0,40976.39,1940.9
2022,Administrative Hearings,General,Administrative Hearings,Administrative Hearings,377575.84,0,377575.84,0,379984.26,2408.42
2022,Administrative Hearings,Payroll Clearing,-,-,0,0,0,0,0,0
2022,Administrative Hearings,Workers Comp Transcript,Administrative Hearings,Workers Compensation-OAH,9545,0,1450,8095,1450,0
2022,Administrative Hearings,Workers Compensation,Administrative Hearings,Workers Compensation-OAH,7800107.56,0,7800107.56,0,7807206.8,7099.24
2022,Agriculture Dept,ARP-State Fiscal Recovery,Admin and Financial Assist,Grants and Assistance,5992657.96,0,5992657.96,0,5992657.96,0
2022,Agriculture Dept,Agriculture Fund,Admin and Financial Assist,Agency Services - Agriculture,647115.11,0,647115.11,0,647115.11,0
2022,Agriculture Dept,Agriculture Fund,Ag Marketing & Development,"Marketing, Development, and Innovation",361995.7,0,346352.1,15643.6,355692.48,9340.38
2022,Agriculture Dept,Agriculture Fund,Promotion and Marketing,Ag Marketing and Development,521432.27,0,490746.85,30685.42,490746.85,0
2022,Agriculture Dept,Agriculture Fund,Protection Service,Dairy and Meat Inspection,1941632.15,0,1941632.15,0,1941632.15,0
2022,Agriculture Dept,Agriculture Fund,Protection Service,Food and Feed Safety,3107446.73,0,3107446.73,0,3107446.73,0
2022,Agriculture Dept,Agriculture Fund,Protection Service,Lab Services,2688553.51,0,2688553.51,0,2688553.51,0
2022,Agriculture Dept,Agriculture Fund,Protection Service,Pesticide and Fertilizer Mgmt,16249491.12,0,16249491.12,0,16249491.12,0
2022,Agriculture Dept,Agriculture Fund,Protection Service,Plant Protection,4513237.2,0,4513237.2,0,4513237.2,0
2022,Agriculture Dept,Agriculture Fund,Value-added Products,Value-Added,9381667.65,0,9381667.65,0,9381667.65,0
2022,Agriculture Dept,Arts & Cultural Heritage Fund,Admin and Financial Assist,Grants and Assistance,485530.95,0,485530.95,0,531803.15,46272.2
2022,Agriculture Dept,Clean Water Fund,Admin and Financial Assist,Agency Services - Agriculture,57494.46,0,57494.46,0,57494.46,0
2022,Agriculture Dept,Clean Water Fund,Protection Service,Lab Services,342857.24,0,342857.24,0,342857.24,0
2022,Agriculture Dept,Clean Water Fund,Protection Service,Pesticide and Fertilizer Mgmt,8475326.49,0,8475326.49,0,8475326.49,0
2022,Agriculture Dept,Clean Water Revolving Fund,Admin and Financial Assist,Agency Services - Agriculture,9319818.34,0,9319818.34,0,9319818.34,0
2022,Agriculture Dept,Coronavirus Relief Fund,Protection Service,Lab Services,0,0,0,0,0,0
2022,Agriculture Dept,Environment & Natural Resource,Protection Service,Plant Protection,407250.24,0,407250.24,0,407250.24,0
2022,Agriculture Dept,Federal,Admin and Financial Assist,Agency Services - Agriculture,1504599.02,0,1251954.4,252644.62,1251954.4,0
2022,Agriculture Dept,Federal,Ag Marketing & Development,"Marketing, Development, and Innovation",4784722.55,0,2466677.65,2318044.9,2554472.85,87795.2
2022,Agriculture Dept,Federal,Promotion and Marketing,Ag Marketing and Development,1348700,0,781260.6,567439.4,784260.6,3000
2022,Agriculture Dept,Federal,Protection Service,Dairy and Meat Inspection,1791636.59,0,1791636.59,0,1791636.59,0
2022,Agriculture Dept,Federal,Protection Service,Food and Feed Safety,1963983.7,0,1963983.7,0,1963983.7,0
2022,Agriculture Dept,Federal,Protection Service,Lab Services,1791246.87,0,1789676.48,1570.39,1789676.48,0
2022,Agriculture Dept,Federal,Protection Service,Pesticide and Fertilizer Mgmt,397290.7,0,397290.7,0,397290.7,0
2022,Agriculture Dept,Federal,Protection Service,Plant Protection,1317916.94,0,1317916.94,0,1317916.94,0
2022,Agriculture Dept,General,Admin and Financial Assist,Agency Services - Agriculture,4719256.49,0,4719256.49,0,4719272.49,16
2022,Agriculture Dept,General,Admin and Financial Assist,Grants and Assistance,2695705.96,15744.47,2679961.49,0,2695705.96,0
2022,Agriculture Dept,General,Ag Marketing & Development,"Marketing, Development, and Innovation",3383278.85,0,3383278.85,0,3410896.71,27617.86
2022,Agriculture Dept,General,Promotion and Marketing,Ag Marketing and Development,34732.27,0,34732.27,0,34732.27,0
2022,Agriculture Dept,General,Protection Service,Dairy and Meat Inspection,2735803.9,0,2735803.9,0,2735803.9,0
2022,Agriculture Dept,General,Protection Service,Food and Feed Safety,6564184.89,0,6564184.89,0,6564184.89,0
2022,Agriculture Dept,General,Protection Service,Lab Services,5455386.22,0,5455386.22,0,5455386.22,0
2022,Agriculture Dept,General,Protection Service,Pesticide and Fertilizer Mgmt,602942,0,602942,0,602942,0
2022,Agriculture Dept,General,Protection Service,Plant Protection,3011348.21,0,3011348.21,0,3011348.21,0
2022,Agriculture Dept,General,Value-added Products,Value-Added,13400885.99,680079.68,12720806.31,0,14666066.13,1265180.14
2022,Agriculture Dept,Gift,Admin and Financial Assist,Agency Services - Agriculture,0,0,0,0,0,0
2022,Agriculture Dept,Gift,Admin and Financial Assist,Grants and Assistance,0,0,0,0,1706.33,1706.33
2022,Agriculture Dept,Gift,Ag Marketing & Development,"Marketing, Development, and Innovation",22642.66,0,21615.61,1027.05,50250,28634.39
2022,Agriculture Dept,Gift,Promotion and Marketing,Ag Marketing and Development,0,0,0,0,0,0
2022,Agriculture Dept,Gift,Protection Service,Pesticide and Fertilizer Mgmt,0,0,0,0,0,0
2022,Agriculture Dept,Gift,Value-added Products,Value-Added,68151.89,0,60874.13,7277.76,94756.6,33882.47
2022,Agriculture Dept,Miscellaneous Agency,Admin and Financial Assist,Agency Services - Agriculture,0,0,0,0,0,0
2022,Agriculture Dept,Miscellaneous Agency,Protection Service,Plant Protection,0,0,0,0,0,0
2022,Agriculture Dept,Other Misc Special Revenue,Admin and Financial Assist,Agency Services - Agriculture,6611385.21,0,6425097.29,186287.92,6425097.29,0
2022,Agriculture Dept,Payroll Clearing,-,-,0,0,0,0,0,0
2022,Agriculture Dept,Remediation Fund,Protection Service,Pesticide and Fertilizer Mgmt,2175925.08,0,2175925.08,0,2175925.08,0
2022,Agriculture Dept,Restrict Misc Special Revenue,Admin and Financial Assist,Agency Services - Agriculture,4174248.13,0,4166774.01,7474.12,4166774.01,0
2022,Agriculture Dept,Restrict Misc Special Revenue,Ag Marketing & Development,"Marketing, Development, and Innovation",247472.78,0,100899.71,146573.07,103518.69,2618.98
2022,Agriculture Dept,Restrict Misc Special Revenue,Protection Service,Dairy and Meat Inspection,105879.49,0,105879.49,0,105879.49,0
2022,Agriculture Dept,Restrict Misc Special Revenue,Protection Service,Food and Feed Safety,729844.04,0,729844.04,0,729844.04,0
2022,Agriculture Dept,Restrict Misc Special Revenue,Protection Service,Lab Services,29978.79,0,29978.79,0,29978.79,0
2022,Agriculture Dept,Restrict Misc Special Revenue,Protection Service,Pesticide and Fertilizer Mgmt,6260.1,0,6260.1,0,6260.1,0
2022,Agriculture Dept,Restrict Misc Special Revenue,Protection Service,Plant Protection,6561.05,0,6561.05,0,6561.05,0
2022,Agriculture Dept,Rural Finance Administration,Admin and Financial Assist,Agency Services - Agriculture,1636896.45,0,1636896.45,0,1636896.45,0
2022,Agriculture Utilization Resrch,Environment & Natural Resource,Ag Utilization Research Institute,Ag Utilization Research Institute,163489.49,0,163489.49,0,200000,36510.51
2022,Agriculture Utilization Resrch,General,Ag Utilization Research Institute,Ag Utilization Research Institute,4543000,0,4543000,0,4543000,0
2022,Amateur Sports Comm,General,Amateur Sports Commission,Amateur Sports Commission,284690.96,0,284690.96,0,284690.96,0
2022,Amateur Sports Comm,Gift,Amateur Sports Commission,Amateur Sports Commission,0,0,0,0,0,0
2022,Amateur Sports Comm,Payroll Clearing,-,-,0,0,0,0,0,0
2022,Amateur Sports Comm,Restrict Misc Special Revenue,Amateur Sports Commission,Amateur Sports Commission,366971.15,0,365971.15,1000,365971.15,0
2022,Animal Health Board,Federal,Livestock And Poultry Health,Disease Regulation And Control,1476949.29,0,1145570.94,331378.35,1145573.96,3.02
2022,Animal Health Board,General,Livestock And Poultry Health,Disease Regulation And Control,5404897.07,0,5404897.07,0,5500169.35,95272.28
2022,Animal Health Board,Payroll Clearing,-,-,0,0,0,0,0,0
2022,Animal Health Board,Restrict Misc Special Revenue,Livestock And Poultry Health,Disease Regulation And Control,321352.62,0,287848.09,33504.53,287848.09,0
2022,"Architecture, Engineering Bd",General,AELSLA,AELSLA,706882.27,0,706882.27,0,715376.95,8494.68
2022,"Architecture, Engineering Bd",Payroll Clearing,-,-,0,0,0,0,0,0
2022,Arts Board,Arts & Cultural Heritage Fund,Arts Board,Arts Board,37364338.05,0,37364338.05,0,37540780.27,176442.22
2022,Arts Board,Federal,Arts Board,Arts Board,1680656.08,0,1676419.34,4236.74,1681123,4703.66
2022,Arts Board,General,Arts Board,Arts Board,7350915.16,0,7350915.16,0,7364671.47,13756.31
2022,Arts Board,Gift,Arts Board,Arts Board,135.18,0,0,135.18,0,0
2022,Arts Board,Payroll Clearing,-,-,0,0,0,0,0,0
2022,Arts Board,Restrict Misc Special Revenue,Arts Board,Arts Board,200,0,0,200,0,0
2022,Asian-Pacific Council,General,Asian Pacific Council,Asian Pacific Council,503239.49,0,503239.49,0,508019.8,4780.31
2022,Asian-Pacific Council,Gift,Asian Pacific Council,Asian Pacific Council,1,0,0,1,0,0
2022,Asian-Pacific Council,Payroll Clearing,-,-,0,0,0,0,0,0
2022,Asian-Pacific Council,Restrict Misc Special Revenue,Asian Pacific Council,Asian Pacific Council,0,0,0,0,0,0
2022,Attorney General,ARP-State Fiscal Recovery,Attorney General,Administrative Operations,1157403.6,0,1157403.6,0,1157403.6,0
2022,Attorney General,Environmental,Attorney General,Solicitor General,0,0,0,0,0,0
2022,Attorney General,Federal,Attorney General,Health and Safety,2948329.94,0,2948329.94,0,2951045.52,2715.58
2022,Attorney General,General,Attorney General,Administrative Operations,7862327.78,0,7862327.78,0,7862629.91,302.13
2022,Attorney General,General,Attorney General,Consumer Protection,3522642.99,0,3522642.99,0,3522642.99,0
2022,Attorney General,General,Attorney General,Government Support,3735430.61,0,3735430.61,0,3735430.61,0
2022,Attorney General,General,Attorney General,Health and Safety,4227055.51,0,4227055.51,0,4227055.51,0
2022,Attorney General,General,Attorney General,Solicitor General,5579513.36,0,5579513.36,0,5579513.36,0
2022,Attorney General,Health Related Boards,Attorney General,Government Support,2063170.3,0,2063170.3,0,2063170.3,0
2022,Attorney General,Health Related Boards,Attorney General,Health and Safety,21000,0,21000,0,21000,0
2022,Attorney General,Miscellaneous Agency,Attorney General,Consumer Protection,430005.25,0,430005.25,0,437705.25,7700
2022,Attorney General,Miscellaneous Agency,Attorney General,Health and Safety,6038,0,6038,0,6038,0
2022,Attorney General,Other Misc Special Revenue,Attorney General,Administrative Operations,1813375.97,0,1813375.97,0,1813500.93,124.96
2022,Attorney General,Other Misc Special Revenue,Attorney General,Consumer Protection,4314013.12,0,4314013.12,0,4314013.12,0
2022,Attorney General,Other Misc Special Revenue,Attorney General,Government Support,3350000,0,3350000,0,3350000,0
2022,Attorney General,Other Misc Special Revenue,Attorney General,Health and Safety,2700000,0,2700000,0,2700000,0
2022,Attorney General,Other Misc Special Revenue,Attorney General,Solicitor General,0,0,0,0,0,0
2022,Attorney General,Payroll Clearing,-,-,0,0,0,0,0,0
2022,Attorney General,Remediation Fund,Attorney General,Solicitor General,0,0,0,0,0,0
2022,Attorney General,Restrict Misc Special Revenue,Attorney General,Administrative Operations,4704.35,0,4494.35,210,4494.35,0
2022,Attorney General,Restrict Misc Special Revenue,Attorney General,Consumer Protection,7838.4,0,7838.4,0,7838.4,0
2022,Attorney General,Restrict Misc Special Revenue,Attorney General,Health and Safety,145169.53,0,145169.53,0,145169.53,0
2022,Barber Examiners Board,General,Barbers,Barbers,298202.25,0,298202.25,0,303749.25,5547
2022,Barber Examiners Board,Payroll Clearing,-,-,0,0,0,0,0,0
2022,Behavioral Health & Therapy Bd,Health Related Boards,Behaviorial Health & Therapy,Behaviorial Health & Therapy,660185.64,0,660185.64,0,690205.62,30019.98
2022,Behavioral Health & Therapy Bd,Payroll Clearing,-,-,0,0,0,0,0,0
2022,Behavioral Health & Therapy Bd,Restrict Misc Special Revenue,Behaviorial Health & Therapy,Behaviorial Health & Therapy,27604.25,0,27604.25,0,27604.25,0
2022,Board Of Public Defense,ARP-State Fiscal Recovery,District Public Defense,District Public Defense,657227.98,0,657227.98,0,674217.98,16990
2022,Board Of Public Defense,General,Administrative Services Office,Administrative Services Office,2685788.68,0,2685788.68,0,2686052.84,264.16
2022,Board Of Public Defense,General,Appellate Office,State Public Defender,7165093.89,0,7165093.89,0,7298995.52,133901.63
2022,Board Of Public Defense,General,District Public Defense,District Public Defense,92322381.58,0,92322381.58,0,92361759.55,39377.97
2022,Board Of Public Defense,Gift,District Public Defense,District Public Defense,391756.69,0,391756.69,0,413996.69,22240
2022,Board Of Public Defense,Payroll Clearing,-,-,0,0,0,0,0,0
2022,Board Of Public Defense,Restrict Misc Special Revenue,District Public Defense,District Public Defense,699937.74,0,419918.8,280018.94,419918.8,0
2022,Board of Teaching,ARP-State Fiscal Recovery,Prof Educator Licensing Std Bd.,Operations,10861.44,0,10861.44,0,10861.44,0
2022,Board of Teaching,General,Prof Educator Licensing Std Bd.,Operations,5524570.43,0,5524570.43,0,5688478.29,163907.86
2022,Board of Teaching,Other Misc Special Revenue,Prof Educator Licensing Std Bd.,Operations,0,0,0,0,0,0
2022,Board of Teaching,Payroll Clearing,-,-,0,0,0,0,0,0
2022,Board of Teaching,Restrict Misc Special Revenue,Prof Educator Licensing Std Bd.,Licensure by Portfolio,0,0,0,0,0,0
2022,Board of Teaching,Restrict Misc Special Revenue,Prof Educator Licensing Std Bd.,Operations,258419,0,258419,0,274100,15681
2022,Bureau of Mediation Services,General,Mediation Services,Representation Mediation,2099353.66,0,2099353.66,0,2120330.97,20977.31
2022,Bureau of Mediation Services,Other Misc Special Revenue,Mediation Services,Representation Mediation,893.59,0,0,893.59,0,0
2022,Bureau of Mediation Services,Payroll Clearing,-,-,0,0,0,0,0,0
2022,Campaign Fin & Public Discl Bd,General,Campaign Finance & Publ Disc,Campaign Finance & Publ Disc,1022999,0,1022999,0,1023777.6,778.6
2022,Campaign Fin & Public Discl Bd,Other Misc Special Revenue,Campaign Finance & Publ Disc,Campaign Finance & Publ Disc,64101.15,0,64101.15,0,64101.15,0
2022,Campaign Fin & Public Discl Bd,Payroll Clearing,-,-,0,0,0,0,0,0
2022,Capitol Area Architect,General,Capitol Area Arch Planning Bd,Capitol Area Arch Planning Bd,370955.44,0,370955.44,0,371501.03,545.59
2022,Capitol Area Architect,Gift,Capitol Area Arch Planning Bd,Capitol Area Arch Planning Bd,0.32,0,0,0.32,0,0
2022,Capitol Area Architect,Payroll Clearing,-,-,0,0,0,0,0,0
2022,Chiropractors Board,Health Related Boards,Chiropractors Board Of,Chiropractors Board Of,547935.16,0,547935.16,0,575973.53,28038.37
2022,Chiropractors Board,Payroll Clearing,-,-,0,0,0,0,0,0
2022,Chiropractors Board,Restrict Misc Special Revenue,Chiropractors Board Of,Chiropractors Board Of,4981,0,4968.5,12.5,5573.5,605
2022,Combative Sports Commission,Payroll Clearing,-,-,0,0,0,0,0,0
2022,Commerce Dept,Federal,Energy Resources,Energy Resources,265886585.75,0,253138455.21,12748130.54,253291892.56,153437.35
2022,Commerce Dept,Federal,Enforcement,Enforcement,14067.47,0,9700.21,4367.26,9700.21,0
2022,Commerce Dept,Federal,Insurance,Insurance,325000,0,0,325000,0,0
2022,Commerce Dept,Federal,Reinsurance Program,Reinsurance Program,142727404,0,142727404,0,142727404,0
2022,Commerce Dept,General,Administrative Services -Commerce,Administrative Services-Commerce,7016942.94,0,7016942.94,0,7109968.86,93025.92
2022,Commerce Dept,General,Energy Resources,Energy Resources,4135601.56,0,4135601.56,0,4135767.06,165.5
2022,Commerce Dept,General,Enforcement,Enforcement,5404447.74,0,5404447.74,0,5404447.74,0
2022,Commerce Dept,General,Financial Institutions,Financial Institutions,1583001.56,0,1583001.56,0,1583001.56,0
2022,Commerce Dept,General,Insurance,Insurance,5202301.82,0,5202301.82,0,5202301.82,0
2022,Commerce Dept,General,Telecommunications,Telecommunications,927243.29,0,927243.29,0,927245.99,2.7
2022,Commerce Dept,General,Weights & Measures,Weights & Measures,1148763.75,0,1148763.75,0,1152084.33,3320.58
2022,Commerce Dept,Gift,Energy Resources,Energy Resources,618.36,0,0,618.36,0,0
2022,Commerce Dept,Miscellaneous Agency,Enforcement,Enforcement,0,0,0,0,0,0
2022,Commerce Dept,Miscellaneous Agency,Insurance,Insurance,0,0,0,0,0,0
2022,Commerce Dept,Oil Overcharge,Energy Resources,Energy Resources,0,0,0,0,0,0
2022,Commerce Dept,Other Misc Special Revenue,Insurance,Insurance,350000,0,349072.32,927.68,349072.32,0
2022,Commerce Dept,Other Misc Special Revenue,Reinsurance Program,Reinsurance Program,47217927.01,0,46977348,240579.01,46977348,0
2022,Commerce Dept,Payroll Clearing,-,-,0,0,0,0,0,0
2022,Commerce Dept,Petroleum Tank Release Cleanup,Petroleum Tank Cleanup Fund,Petroleum Tank Cleanup Fund,3314600.17,0,3314600.17,0,3314600.17,0
2022,Commerce Dept,Renewable Development,Energy Resources,Energy Resources,10668566.23,0,10668566.23,0,10672108.23,3542
2022,Commerce Dept,Restrict Misc Special Revenue,Administrative Services -Commerce,Administrative Services-Commerce,2305405.07,0,2217279.47,88125.6,2217279.47,0
2022,Commerce Dept,Restrict Misc Special Revenue,Energy Resources,Energy Resources,10798270.61,11750,8756565.05,2029955.56,8907092.12,138777.07
2022,Commerce Dept,Restrict Misc Special Revenue,Enforcement,Enforcement,9247218.86,30000,9212218.86,5000,9254818.86,12600
2022,Commerce Dept,Restrict Misc Special Revenue,Financial Institutions,Financial Institutions,7133589.79,0,6827454.91,306134.88,6843180.63,15725.72
2022,Commerce Dept,Restrict Misc Special Revenue,Insurance,Insurance,4222381.87,0,3442028.46,780353.41,3442028.46,0
