Budget Period,Agency,Fund,Program,Activity,Available Amount,Obligated Amount,Spend Amount,Remaining Amount,Budget Amount,Budget Remaining Amount
2025,Administration Dept,General,Govt and Citizen Services,Enterprise Sustainability,328512.6,4500,324012.6,0,328518.03,5.43
2025,Administration Dept,General,Govt and Citizen Services,Facilities Management,404767.53,16727.42,388040.11,0,404843.59,76.06
2025,Administration Dept,General,Govt and Citizen Services,MN Advisory Council on Infra,0,0,0,0,0,0
2025,Administration Dept,General,Govt and Citizen Services,Office Of Grants Management,1426008.24,52842.71,1373165.53,0,1433206.98,7198.74
2025,Administration Dept,General,Govt and Citizen Services,Office of Collab/Dispute Res,518052.7,0,518052.7,0,519608.66,1555.96
2025,Administration Dept,General,Govt and Citizen Services,Office of State Procurement,4299915.16,280769.09,4019146.07,0,4300346.64,431.48
2025,Administration Dept,General,Govt and Citizen Services,Office of Translations,759180.82,0,759180.82,0,759180.82,0
2025,Administration Dept,General,Govt and Citizen Services,Operational Excellence,400974.69,7432.36,393542.33,0,403058.21,2083.52
2025,Administration Dept,General,Govt and Citizen Services,Real Estate & Construction Agent,7578270.49,123094.86,7455175.63,0,7578510.27,239.78
2025,Administration Dept,General,Govt and Citizen Services,Risk Management,745000,50330.21,694669.79,0,745000,0
2025,Administration Dept,General,Govt and Citizen Services,Small Agency Resource Team,1009701.62,8812.38,1000889.24,0,1010345.49,643.87
2025,Administration Dept,General,Govt and Citizen Services,State Archaeologist,748852.94,21592.75,727260.19,0,750606.46,1753.52
2025,Administration Dept,General,Govt and Citizen Services,State Assistive Tech (STAR),0,0,0,0,0,0
2025,Administration Dept,General,Govt and Citizen Services,State Demographer,899775.11,15202.43,884572.68,0,916364.27,16589.16
2025,Administration Dept,General,Govt and Citizen Services,State Historic Preservation,826707.3,943.54,825763.76,0,841989.9,15282.6
2025,Administration Dept,General,Strategic Mgmt Services,Exec Support Leadership/Partnerships,1030908.15,41985.54,988922.61,0,1031888.36,980.21
2025,Administration Dept,General,Strategic Mgmt Services,Financial Mgmt And Reporting,1096509.64,9089.33,1087420.31,0,1134962.02,38452.38
2025,Administration Dept,General,Strategic Mgmt Services,Human Resources-Administration,528744.7,16899.41,511845.29,0,535300.27,6555.57
2025,Administration Dept,Gift,Fiscal Agent,Misc Grants/Studies/Others,130490.58,0,130490.58,0,130490.58,0
2025,Administration Dept,Gift,Govt and Citizen Services,Facilities Management,100,0,0,100,0,0
2025,Administration Dept,Gift,Govt and Citizen Services,Real Estate & Construction Agent,1263011.53,0,1262625.4,386.13,1262625.4,0
2025,Administration Dept,Gift,Govt and Citizen Services,State Archaeologist,2.33,0,0,2.33,0,0
2025,Administration Dept,Gift,Govt and Citizen Services,State Assistive Tech (STAR),0,0,0,0,0,0
2025,Administration Dept,Gift,Strategic Mgmt Services,Exec Support Leadership/Partnerships,0,0,0,0,0,0
2025,Administration Dept,MN Bookstore,Govt and Citizen Services,Mailing Lists/State Register,574586.37,20114.81,196624.56,357847,217614.89,875.52
2025,Administration Dept,Master Lease,Govt and Citizen Services,Fleet And Surplus Services,37944056.83,0,25944114.37,11999942.46,25960656.53,16542.16
2025,Administration Dept,Other Misc Special Revenue,Fiscal Agent,Misc Grants/Studies/Others,45782.36,0,45782.36,0,45782.36,0
2025,Administration Dept,Other Misc Special Revenue,Govt and Citizen Services,Developmental Disabilities Council,90806,0,90806,0,90806,0
2025,Administration Dept,Other Misc Special Revenue,Govt and Citizen Services,Enterprise Real Property Prog,43876.54,0,43741.74,134.8,43741.74,0
2025,Administration Dept,Other Misc Special Revenue,Govt and Citizen Services,Enterprise Sustainability,876575.12,0,622575.12,254000,668139.72,45564.6
2025,Administration Dept,Other Misc Special Revenue,Govt and Citizen Services,Facilities Management,17491752.93,6519.04,17485233.89,0,17576160.74,84407.81
2025,Administration Dept,Other Misc Special Revenue,Govt and Citizen Services,Office of State Procurement,25072.28,0,25072.28,0,25072.28,0
2025,Administration Dept,Other Misc Special Revenue,Govt and Citizen Services,Office of Translations,6902.58,0,6902.58,0,6902.58,0
2025,Administration Dept,Other Misc Special Revenue,Govt and Citizen Services,Real Estate & Construction Agent,500000,26241.25,473758.75,0,500000,0
2025,Administration Dept,Other Misc Special Revenue,Govt and Citizen Services,Risk Management,42397352.55,141793.33,36076212.78,6179346.44,36218388.53,382.42
2025,Administration Dept,Other Misc Special Revenue,Govt and Citizen Services,Small Agency Resource Team,1199578.77,6526.04,1179927.73,13125,1186712.8,259.03
2025,Administration Dept,Other Misc Special Revenue,Govt and Citizen Services,State Archaeologist,125000,0,19660.17,105339.83,19660.17,0
2025,Administration Dept,Other Misc Special Revenue,Govt and Citizen Services,State Assistive Tech (STAR),206710.12,0,206710.12,0,206710.12,0
2025,Administration Dept,Other Misc Special Revenue,Govt and Citizen Services,State Historic Preservation,125000,0,73591.44,51408.56,73591.44,0
2025,Administration Dept,Other Misc Special Revenue,Strategic Mgmt Services,Financial Mgmt And Reporting,4278908.67,0,4278908.67,0,4278910.26,1.59
2025,Administration Dept,Other Misc Special Revenue,Strategic Mgmt Services,Human Resources-Administration,446168.12,0,446168.12,0,446168.12,0
2025,Administration Dept,Payroll Clearing,-,-,0,0,0,0,0,0
2025,Administration Dept,Plant Management,Govt and Citizen Services,Facilities Management,64605605.8,2060576.05,60152774.75,2392255,62805910.53,592559.73
2025,Administration Dept,Renewable Development,Govt and Citizen Services,Enterprise Sustainability,589462.83,23184.46,566278.37,0,589462.83,0
2025,Administration Dept,Renewable Development,Govt and Citizen Services,Real Estate & Construction Agent,566441.15,0,566441.15,0,566441.15,0
2025,Administration Dept,Restrict Misc Special Revenue,Govt and Citizen Services,Data Practices Office,47150.27,0,47150.27,0,47975.27,825
2025,Administration Dept,Restrict Misc Special Revenue,Govt and Citizen Services,Facilities Management,3896220.45,103027.95,3791967.5,1225,3895995.45,1000
2025,Administration Dept,Restrict Misc Special Revenue,Govt and Citizen Services,Office of State Procurement,254047.37,0,254047.37,0,254047.37,0
2025,Administration Dept,Restrict Misc Special Revenue,Govt and Citizen Services,Real Estate & Construction Agent,454166,14698.67,439467.33,0,454166,0
2025,Administration Dept,Restrict Misc Special Revenue,Govt and Citizen Services,State Archaeologist,6000,0,2391.32,3608.68,2391.32,0
2025,Administration Dept,Restrict Misc Special Revenue,Govt and Citizen Services,State Historic Preservation,189624.41,0,187093.14,2531.27,187593.14,500
2025,Administration Dept,Restrict Misc Special Revenue,Strategic Mgmt Services,Exec Support Leadership/Partnerships,0,0,0,0,0,0
2025,Administration Dept,Risk Management,Govt and Citizen Services,Risk Management,22276833.95,45797.73,22126446.43,104589.79,22234936.69,62692.53
2025,Administration Dept,Surplus Propert,Govt and Citizen Services,Fleet And Surplus Services,1520317.59,105378.55,1414939.04,0,1523872.44,3554.85
2025,Administration Dept,Trunk Highway,Govt and Citizen Services,Real Estate & Construction Agent,13945444.93,0,13945444.93,0,13945444.93,0
2025,Administrative Hearings,Administrative Hearings,Administrative Hearings,Administrative Hearings,3122488.06,1189.4,2964273.69,157024.97,2965472.63,9.54
2025,Administrative Hearings,Environmental,Administrative Hearings,Administrative Hearings,36100.7,0,36100.7,0,36105.32,4.62
2025,Administrative Hearings,General,Administrative Hearings,Administrative Hearings,1673088.77,310.59,1672778.18,0,1673088.77,0
2025,Administrative Hearings,Payroll Clearing,-,-,0,0,0,0,0,0
2025,Administrative Hearings,Workers Comp Transcript,Administrative Hearings,Workers Compensation-OAH,10776.02,0,1972.27,8803.75,1972.27,0
2025,Administrative Hearings,Workers Compensation,Administrative Hearings,Workers Compensation-OAH,9663366.47,34153.05,9629213.42,0,9690383.56,27017.09
2025,Agriculture Dept,ARP-State Fiscal Recovery,Admin and Financial Assist,Grants and Assistance,5498176.81,1760176.91,3737999.9,0,5498176.81,0
2025,Agriculture Dept,Agriculture Fund,Admin and Financial Assist,Agency Services - Agriculture,1110508.93,24521.88,1040987.05,45000,1153705.13,88196.2
2025,Agriculture Dept,Agriculture Fund,Ag Marketing & Development,"Marketing, Development, and Innovation",258380.93,5391.01,222479.09,30510.83,235231.89,7361.79
2025,Agriculture Dept,Agriculture Fund,Protection Service,Dairy and Meat Inspection,2697734.33,0,2697734.33,0,2697734.33,0
2025,Agriculture Dept,Agriculture Fund,Protection Service,Food and Feed Safety,8160494.82,3088.65,8157406.17,0,8160494.82,0
2025,Agriculture Dept,Agriculture Fund,Protection Service,Lab Services,3873541.21,0,3873541.21,0,3873541.21,0
2025,Agriculture Dept,Agriculture Fund,Protection Service,Pesticide and Fertilizer Mgmt,18523913.63,78386.31,18445527.32,0,18523913.63,0
2025,Agriculture Dept,Agriculture Fund,Protection Service,Plant Protection,4434958.87,0,4434958.87,0,4434958.87,0
2025,Agriculture Dept,Agriculture Fund,Value-added Products,Value-Added,11361316.75,8084950.21,3276366.54,0,11741958.48,380641.73
2025,Agriculture Dept,Arts & Cultural Heritage Fund,Admin and Financial Assist,Grants and Assistance,398707.67,209892.57,188815.1,0,398707.67,0
2025,Agriculture Dept,Clean Water Fund,Admin and Financial Assist,Agency Services - Agriculture,70982.44,0,70982.44,0,70982.44,0
2025,Agriculture Dept,Clean Water Fund,Protection Service,Lab Services,350000,0,350000,0,350000,0
2025,Agriculture Dept,Clean Water Fund,Protection Service,Pesticide and Fertilizer Mgmt,19422015.03,5567035.05,13786089.35,68890.63,19422015.03,68890.63
2025,Agriculture Dept,Clean Water Revolving Fund,Admin and Financial Assist,Agency Services - Agriculture,9037674.96,0,9037674.96,0,9037674.96,0
2025,Agriculture Dept,Environment & Natural Resource,Protection Service,Pesticide and Fertilizer Mgmt,618604.99,45000,573604.99,0,618604.99,0
2025,Agriculture Dept,Federal,Admin and Financial Assist,Agency Services - Agriculture,6928421.45,480216.65,3101204.88,3346999.92,3822664.85,241243.32
2025,Agriculture Dept,Federal,Ag Marketing & Development,"Marketing, Development, and Innovation",16920048.46,3758880.94,7302679.97,5858487.55,11145386.19,83825.28
2025,Agriculture Dept,Federal,Promotion and Marketing,Ag Marketing and Development,89048.82,0,26347.59,62701.23,26847.59,500
2025,Agriculture Dept,Federal,Protection Service,Dairy and Meat Inspection,1956733.82,0,1956733.82,0,1956733.82,0
2025,Agriculture Dept,Federal,Protection Service,Food and Feed Safety,1622920.45,0,1508699.91,114220.54,1508699.91,0
2025,Agriculture Dept,Federal,Protection Service,Lab Services,1745101.36,0,1745101.36,0,1745101.36,0
2025,Agriculture Dept,Federal,Protection Service,Pesticide and Fertilizer Mgmt,716307.91,208855.45,468007.06,39445.4,676862.51,0
2025,Agriculture Dept,Federal,Protection Service,Plant Protection,1102219.43,0,1102218.19,1.24,1102218.19,0
2025,Agriculture Dept,General,Admin and Financial Assist,Agency Services - Agriculture,9602132.49,218709.62,9383422.87,0,9608283.64,6151.15
2025,Agriculture Dept,General,Admin and Financial Assist,Grants and Assistance,5157183.99,806449.33,4350734.66,0,5157183.99,0
2025,Agriculture Dept,General,Ag Marketing & Development,"Marketing, Development, and Innovation",4327567.18,103831.41,4223735.77,0,4345643.4,18076.22
2025,Agriculture Dept,General,Promotion and Marketing,Ag Marketing and Development,460280.51,267449.63,192830.88,0,462489.49,2208.98
2025,Agriculture Dept,General,Protection Service,Dairy and Meat Inspection,3393069.09,0,3393069.09,0,3393069.09,0
2025,Agriculture Dept,General,Protection Service,Food and Feed Safety,3655130.64,2540.18,3652590.46,0,3655130.64,0
2025,Agriculture Dept,General,Protection Service,Lab Services,6401864.73,520.81,6401343.92,0,6407022.67,5157.94
2025,Agriculture Dept,General,Protection Service,Pesticide and Fertilizer Mgmt,2725434.58,43818.7,2681615.88,0,2742984.58,17550
2025,Agriculture Dept,General,Protection Service,Plant Protection,3930748.65,0,3930748.65,0,3930748.65,0
2025,Agriculture Dept,General,Value-added Products,Bio-energy Products,22582.3,0,22582.3,0,22582.3,0
2025,Agriculture Dept,General,Value-added Products,Value-Added,24582858.19,10264687.55,14318170.64,0,24609107.69,26249.5
2025,Agriculture Dept,Gift,Admin and Financial Assist,Agency Services - Agriculture,6268.19,0,6268.19,0,6268.19,0
2025,Agriculture Dept,Gift,Admin and Financial Assist,Grants and Assistance,271.57,0,271.57,0,271.57,0
2025,Agriculture Dept,Gift,Ag Marketing & Development,"Marketing, Development, and Innovation",676.34,0,676.34,0,676.34,0
2025,Agriculture Dept,Gift,Value-added Products,Value-Added,310234,310234,0,0,310234,0
2025,Agriculture Dept,Miscellaneous Agency,Admin and Financial Assist,Agency Services - Agriculture,0,0,0,0,0,0
2025,Agriculture Dept,Other Misc Special Revenue,Admin and Financial Assist,Agency Services - Agriculture,7480501.76,94222.6,7386279.16,0,7480542.2,40.44
2025,Agriculture Dept,Other Misc Special Revenue,Protection Service,Dairy and Meat Inspection,54620.42,0,54620.42,0,54620.42,0
2025,Agriculture Dept,Other Misc Special Revenue,Protection Service,Food and Feed Safety,0,0,0,0,0,0
2025,Agriculture Dept,Other Misc Special Revenue,Protection Service,Pesticide and Fertilizer Mgmt,15803.98,0,15803.98,0,15803.98,0
2025,Agriculture Dept,Payroll Clearing,-,-,0,0,0,0,0,0
2025,Agriculture Dept,Remediation Fund,Protection Service,Pesticide and Fertilizer Mgmt,2225971.51,23531.28,2202440.23,0,2225971.51,0
2025,Agriculture Dept,Restrict Misc Special Revenue,Admin and Financial Assist,Agency Services - Agriculture,20013823.94,0,20013823.94,0,20013823.94,0
2025,Agriculture Dept,Restrict Misc Special Revenue,Ag Marketing & Development,"Marketing, Development, and Innovation",214474.25,5382.89,129770.24,79321.12,135240.72,87.59
2025,Agriculture Dept,Restrict Misc Special Revenue,Promotion and Marketing,Ag Marketing and Development,1944.52,0,1882.98,61.54,1882.98,0
2025,Agriculture Dept,Restrict Misc Special Revenue,Protection Service,Dairy and Meat Inspection,132838.35,0,132838.35,0,132838.35,0
2025,Agriculture Dept,Restrict Misc Special Revenue,Protection Service,Food and Feed Safety,566255.67,0,566255.67,0,566255.67,0
2025,Agriculture Dept,Restrict Misc Special Revenue,Protection Service,Lab Services,51494.5,0,51494.5,0,51494.5,0
2025,Agriculture Dept,Restrict Misc Special Revenue,Protection Service,Plant Protection,0,0,0,0,0,0
2025,Agriculture Dept,Rural Finance Administration,Admin and Financial Assist,Agency Services - Agriculture,1048680.54,0,1048680.54,0,1048680.54,0
2025,Agriculture Utilization Resrch,General,Ag Utilization Research Institute,Ag Utilization Research Institute,4568000,0,4568000,0,4568000,0
2025,Amateur Sports Comm,Building Construction-Bonded,Amateur Sports Commission,Amateur Sports Commission,6000000,3515033.67,1484966.33,1000000,5000000,0
2025,Amateur Sports Comm,General,Amateur Sports Commission,Amateur Sports Commission,345818.94,0,345818.94,0,345818.94,0
2025,Amateur Sports Comm,Gift,Amateur Sports Commission,Amateur Sports Commission,0,0,0,0,0,0
2025,Amateur Sports Comm,Payroll Clearing,-,-,0,0,0,0,0,0
2025,Amateur Sports Comm,Renewable Development,Amateur Sports Commission,Amateur Sports Commission,0,0,0,0,0,0
2025,Amateur Sports Comm,Restrict Misc Special Revenue,Amateur Sports Commission,Amateur Sports Commission,339193.52,0,339193.52,0,339193.52,0
2025,Animal Health Board,Federal,Livestock And Poultry Health,Disease Regulation And Control,3606856.65,0,791711,2815145.65,791714.02,3.02
2025,Animal Health Board,General,Livestock And Poultry Health,Disease Regulation And Control,6533307.35,0,6533307.35,0,6533307.35,0
2025,Animal Health Board,Payroll Clearing,-,-,0,0,0,0,0,0
2025,Animal Health Board,Restrict Misc Special Revenue,Livestock And Poultry Health,Disease Regulation And Control,105124.56,0,74163.92,30960.64,74163.92,0
2025,Appellate Counsel & Trg Office,General,Appellate Counsel & Trg Office,Appellate Counsel & Trg Office,0,0,0,0,0,0
2025,Appellate Counsel & Trg Office,Payroll Clearing,-,-,0,0,0,0,0,0
2025,"Architecture, Engineering Bd",General,AELSLA,AELSLA,820197.45,696,819501.45,0,820197.45,0
2025,"Architecture, Engineering Bd",Payroll Clearing,-,-,0,0,0,0,0,0
2025,Arts Board,Arts & Cultural Heritage Fund,Arts Board,Arts Board,50111905.82,465530.59,49646375.23,0,50151905.82,40000
2025,Arts Board,Federal,Arts Board,Arts Board,1061855.25,5422.73,945224.87,111207.65,950653.6,6
2025,Arts Board,General,Arts Board,Arts Board,7440988.89,443394.79,6997594.1,0,7451091.39,10102.5
2025,Arts Board,Gift,Arts Board,Arts Board,0,0,0,0,0,0
2025,Arts Board,Payroll Clearing,-,-,0,0,0,0,0,0
2025,Arts Board,Restrict Misc Special Revenue,Arts Board,Arts Board,0,0,0,0,0,0
2025,Asian-Pacific Council,General,Asian Pacific Council,Asian Pacific Council,630339.75,4999,625340.75,0,645422.65,15082.9
2025,Asian-Pacific Council,Gift,Asian Pacific Council,Asian Pacific Council,29549.15,0,10121,19428.15,10121,0
2025,Asian-Pacific Council,Other Misc Special Revenue,Asian Pacific Council,Asian Pacific Council,20000,0,480,19520,480,0
2025,Asian-Pacific Council,Payroll Clearing,-,-,0,0,0,0,0,0
2025,Asian-Pacific Council,Restrict Misc Special Revenue,Asian Pacific Council,Asian Pacific Council,24969,0,22524,2445,22524,0
2025,Attorney General,Environmental,Attorney General,Solicitor General,0,0,0,0,0,0
2025,Attorney General,Federal,Attorney General,Health and Safety,3595826.88,0,3209000.88,386826,3209000.88,0
2025,Attorney General,General,Attorney General,Administrative Operations,18246525.43,0,18246525.43,0,18500758.45,254233.02
2025,Attorney General,General,Attorney General,Consumer Protection,20409792.16,0,20409792.16,0,20814995.57,405203.41
2025,Attorney General,General,Attorney General,Government Support,3096247.83,0,3096247.83,0,3096247.83,0
2025,Attorney General,General,Attorney General,Health and Safety,6776121.4,0,6776121.4,0,6776121.4,0
2025,Attorney General,General,Attorney General,Solicitor General,4910000,0,4910000,0,4910000,0
2025,Attorney General,Health Related Boards,Attorney General,Government Support,2500000,0,2500000,0,2500000,0
2025,Attorney General,Health Related Boards,Attorney General,Health and Safety,21000,0,21000,0,21000,0
2025,Attorney General,Miscellaneous Agency,Attorney General,Consumer Protection,6460784.57,0,3521634.7,2939149.87,3544542.92,22908.22
2025,Attorney General,Other Misc Special Revenue,Attorney General,Administrative Operations,1104054.53,0,897832.98,206221.55,897832.98,0
2025,Attorney General,Other Misc Special Revenue,Attorney General,Consumer Protection,2000136.24,0,2000000,136.24,2000000,0
2025,Attorney General,Other Misc Special Revenue,Attorney General,Government Support,3915686.34,0,3914843.8,842.54,3914843.8,0
2025,Attorney General,Other Misc Special Revenue,Attorney General,Health and Safety,4621697.68,0,4621697.68,0,4621697.68,0
2025,Attorney General,Other Misc Special Revenue,Attorney General,Solicitor General,1551841,0,1551841,0,1551841,0
2025,Attorney General,Payroll Clearing,-,-,0,0,0,0,0,0
2025,Attorney General,Remediation Fund,Attorney General,Solicitor General,0,0,0,0,0,0
2025,Attorney General,Restrict Misc Special Revenue,Attorney General,Administrative Operations,4020,0,4020,0,4300,280
2025,Attorney General,Restrict Misc Special Revenue,Attorney General,Consumer Protection,3358402.67,0,3358402.67,0,3630046.93,271644.26
2025,Attorney General,Restrict Misc Special Revenue,Attorney General,Health and Safety,201880.89,0,172017.1,29863.79,172017.1,0
2025,Attorney General,Restrict Misc Special Revenue,Attorney General,Solicitor General,0,0,0,0,0,0
2025,Barber Examiners Board,General,Barbers,Barbers,401776.73,0,401776.73,0,402005.98,229.25
2025,Barber Examiners Board,Payroll Clearing,-,-,0,0,0,0,0,0
2025,Behavioral Health & Therapy Bd,Health Related Boards,Behaviorial Health & Therapy,Behaviorial Health & Therapy,875270.98,2784,872486.98,0,877934.73,2663.75
2025,Behavioral Health & Therapy Bd,Payroll Clearing,-,-,0,0,0,0,0,0
2025,Behavioral Health & Therapy Bd,Restrict Misc Special Revenue,Behaviorial Health & Therapy,Behaviorial Health & Therapy,26114.1,0,26114.1,0,26114.1,0
2025,Board Of Public Defense,General,Administrative Services Office,Administrative Services Office,4947014.29,0,4947014.29,0,4947014.29,0
2025,Board Of Public Defense,General,Appellate Office,State Public Defender,11547250.38,0,11547250.38,0,11547250.38,0
2025,Board Of Public Defense,General,District Public Defense,District Public Defense,150522626.7,0,150522626.7,0,150522626.7,0
2025,Board Of Public Defense,Gift,District Public Defense,District Public Defense,2467888.15,0,2467888.15,0,2467888.15,0
2025,Board Of Public Defense,Payroll Clearing,-,-,0,0,0,0,0,0
2025,Board Of Public Defense,Restrict Misc Special Revenue,District Public Defense,District Public Defense,462384.42,0,462384.42,0,462384.42,0
2025,Board of Teaching,General,Prof Educator Licensing Std Bd.,Operations,6564956.75,86149.56,6478807.19,0,6677850.82,112894.07
2025,Board of Teaching,Payroll Clearing,-,-,0,0,0,0,0,0
2025,Board of Teaching,Restrict Misc Special Revenue,Prof Educator Licensing Std Bd.,Licensure by Portfolio,33999.82,0,33999.82,0,33999.82,0
2025,Board of Teaching,Restrict Misc Special Revenue,Prof Educator Licensing Std Bd.,Operations,259693.01,0,259461.75,231.26,259461.75,0
2025,Bureau of Mediation Services,General,Mediation Services,Representation Mediation,3187888.64,1000,3186888.64,0,3187888.64,0
2025,Bureau of Mediation Services,Other Misc Special Revenue,Mediation Services,Representation Mediation,0,0,0,0,0,0
2025,Bureau of Mediation Services,Payroll Clearing,-,-,0,0,0,0,0,0
2025,Campaign Fin & Public Discl Bd,General,Campaign Finance & Publ Disc,Campaign Finance & Publ Disc,1441831.12,0,1441831.12,0,1573509.12,131678
2025,Campaign Fin & Public Discl Bd,Other Misc Special Revenue,Campaign Finance & Publ Disc,Campaign Finance & Publ Disc,2241973.81,0,2241973.81,0,2241973.81,0
2025,Campaign Fin & Public Discl Bd,Payroll Clearing,-,-,0,0,0,0,0,0
2025,Cannabis Expungement Board,General,Cannabis Expungement Board,Cannabis Expungement Board,3144339.82,931820.72,2212519.1,0,3144339.82,0
2025,Cannabis Expungement Board,Payroll Clearing,-,-,0,0,0,0,0,0
2025,Cannabis Management Office,General,Cannabis Management Office,Cannabis Management Office,16390104.37,0,16390104.37,0,16390104.37,0
2025,Cannabis Management Office,Gift,Cannabis Management Office,Cannabis Management Office,800,0,800,0,800,0
2025,Cannabis Management Office,Other Misc Special Revenue,Cannabis Management Office,Cannabis Management Office,11215.52,0,11215.52,0,11215.52,0
2025,Cannabis Management Office,Payroll Clearing,-,-,0,0,0,0,0,0
2025,Cannabis Management Office,Restrict Misc Special Revenue,Cannabis Management Office,Cannabis Management Office,0,0,0,0,0,0
2025,Cannabis Management Office,State Government Special Rev,Cannabis Management Office,Cannabis Management Office,2548257.09,0,2548257.09,0,2548257.09,0
2025,Capitol Area Architect,General,Capitol Area Arch Planning Bd,Capitol Area Arch Planning Bd,698515.83,3431.59,695084.24,0,698515.83,0
2025,Capitol Area Architect,Gift,Capitol Area Arch Planning Bd,Capitol Area Arch Planning Bd,0,0,0,0,0,0
2025,Capitol Area Architect,Payroll Clearing,-,-,0,0,0,0,0,0
2025,Children Youth & Families Dept,Building Construction-Bonded,Grant Programs,Child Care Development Grants,1000000,0,0,1000000,0,0
2025,Children Youth & Families Dept,General,Grant Programs,Child & Economic Support Grts,0,0,0,0,0,0
2025,Children Youth & Families Dept,General,Grant Programs,Child Care Development Grants,0,0,0,0,0,0
2025,Children Youth & Families Dept,General,Grant Programs,Children's Services Grants,0,0,0,0,0,0
2025,Children Youth & Families Dept,General,Grant Programs,Youth Services Grants,0,0,0,0,0,0
2025,Children Youth & Families Dept,General,Operations and Administration,Agencywide Supports,0,0,0,0,0,0
2025,Children Youth & Families Dept,General,Operations and Administration,Child Safety & Permanency,0,0,0,0,0,0
2025,Children Youth & Families Dept,General,Operations and Administration,Early Childhood,0,0,0,0,0,0
2025,Children Youth & Families Dept,Gift,Operations and Administration,Child Safety & Permanency,0,0,0,0,0,0
2025,Children Youth & Families Dept,Opiate Epidemic Response,Grant Programs,Child & Community Service Grts,0,0,0,0,0,0
2025,Children Youth & Families Dept,Other Misc Special Revenue,Grant Programs,Child Support Enforcement Grts,0,0,0,0,0,0
2025,Children Youth & Families Dept,Other Misc Special Revenue,Grant Programs,Children's Services Grants,0,0,0,0,0,0
2025,Children Youth & Families Dept,Other Misc Special Revenue,Grant Programs,Early Learning Grants,0,0,0,0,0,0
2025,Children Youth & Families Dept,Other Misc Special Revenue,Operations and Administration,Agencywide Supports,0,0,0,0,0,0
2025,Children Youth & Families Dept,Other Misc Special Revenue,Operations and Administration,Child Safety & Permanency,0,0,0,0,0,0
2025,Children Youth & Families Dept,Other Misc Special Revenue,Operations and Administration,Early Childhood,0,0,0,0,0,0
2025,Children Youth & Families Dept,Other Misc Special Revenue,Operations and Administration,Family Well-Being,0,0,0,0,0,0
2025,Children Youth & Families Dept,Other Misc Special Revenue,Technical&Fiduciary Activities,Technical&Fiduciary Activities,0,0,0,0,0,0
2025,Children Youth & Families Dept,Payroll Clearing,-,-,0,0,0,0,0,0
2025,Children Youth & Families Dept,Restrict Misc Special Revenue,Forecast Programs,MFIP Diversionary Work Program,0,0,0,0,0,0
