Budget Period,Agency,Fund,Program,Activity,Available Amount,Obligated Amount,Spend Amount,Remaining Amount,Budget Amount,Budget Remaining Amount
2021,Administration Dept,General,Govt and Citizen Services,Facilities Management,461303.56,0,461303.56,0,461319.24,15.68
2021,Administration Dept,General,Govt and Citizen Services,Office Of Grants Management,148730.67,0,148730.67,0,150241.01,1510.34
2021,Administration Dept,General,Govt and Citizen Services,Office of Collab/Dispute Res,397383.16,0,397383.16,0,397409,25.84
2021,Administration Dept,General,Govt and Citizen Services,Office of State Procurement,2362943.27,0,2362943.27,0,2365374.91,2431.64
2021,Administration Dept,General,Govt and Citizen Services,Operational Excellence,352410.04,0,352410.04,0,353016.56,606.52
2021,Administration Dept,General,Govt and Citizen Services,Real Estate & Construction Agent,2517656.06,0,2517656.06,0,2540811.57,23155.51
2021,Administration Dept,General,Govt and Citizen Services,Risk Management,710018.39,0,710018.39,0,710018.39,0
2021,Administration Dept,General,Govt and Citizen Services,Small Agency Resource Team,450780.77,0,450780.77,0,450944.69,163.92
2021,Administration Dept,General,Govt and Citizen Services,State Archaeologist,264548.47,0,264548.47,0,264753.16,204.69
2021,Administration Dept,General,Govt and Citizen Services,State Assistive Tech (STAR),0,0,0,0,0,0
2021,Administration Dept,General,Govt and Citizen Services,State Demographer,661834.48,0,661834.48,0,666847.14,5012.66
2021,Administration Dept,General,Govt and Citizen Services,State Historic Preservation,449924.98,0,449924.98,0,450817.8,892.82
2021,Administration Dept,General,Strategic Mgmt Services,Exec Support Leadership/Partnerships,647220.92,0,647220.92,0,647546.5,325.58
2021,Administration Dept,General,Strategic Mgmt Services,Financial Mgmt And Reporting,914152.39,0,914152.39,0,920141.2,5988.81
2021,Administration Dept,General,Strategic Mgmt Services,Human Resources-Administration,463536.68,0,463536.68,0,465014.71,1478.03
2021,Administration Dept,General Projects,Govt And Citizen Services,Real Estate & Construction Agent,12016.6,246,11770.6,0,13601.4,1584.8
2021,Administration Dept,Gift,Fiscal Agent,Misc Grants/Studies/Others,2254.81,0,2243.29,11.52,3298.5,1055.21
2021,Administration Dept,Gift,Govt And Citizen Services,Real Estate & Construction Agent,0,0,0,0,0,0
2021,Administration Dept,Gift,Govt and Citizen Services,Facilities Management,12217.85,0,5940,6277.85,5940,0
2021,Administration Dept,Gift,Govt and Citizen Services,Real Estate & Construction Agent,72521.14,0,67990.7,4530.44,84566.2,16575.5
2021,Administration Dept,Gift,Govt and Citizen Services,State Archaeologist,9.06,0,0,9.06,0,0
2021,Administration Dept,Gift,Govt and Citizen Services,State Assistive Tech (STAR),0,0,0,0,0,0
2021,Administration Dept,MN Bookstore,Govt and Citizen Services,Facilities Management,769638.96,0,555414.65,214224.31,562676.38,7261.73
2021,Administration Dept,Master Lease,Govt And Citizen Services,Facilities Management,0,0,0,0,0,0
2021,Administration Dept,Master Lease,Govt And Citizen Services,Fleet And Surplus Services,22995122.91,0,9865616.3,13129506.61,9865616.3,0
2021,Administration Dept,Oil Overcharge,Fiscal Agent,Misc Grants/Studies/Others,0,0,0,0,0,0
2021,Administration Dept,Other Misc Special Revenue,Fiscal Agent,Misc Grants/Studies/Others,0,0,0,0,0,0
2021,Administration Dept,Other Misc Special Revenue,Govt And Citizen Services,Office of Collab/Dispute Res,11500,0,0,11500,0,0
2021,Administration Dept,Other Misc Special Revenue,Govt and Citizen Services,Enterprise Real Property Prog,44029.64,0,44029.64,0,60000,15970.36
2021,Administration Dept,Other Misc Special Revenue,Govt and Citizen Services,Enterprise Sustainability,0,0,0,0,0,0
2021,Administration Dept,Other Misc Special Revenue,Govt and Citizen Services,Facilities Management,2786025.62,0,2786025.62,0,3120731.42,334705.8
2021,Administration Dept,Other Misc Special Revenue,Govt and Citizen Services,Office of State Procurement,65791.84,0,65789.67,2.17,65789.67,0
2021,Administration Dept,Other Misc Special Revenue,Govt and Citizen Services,Real Estate & Construction Agent,470868.02,0,470868.02,0,504032.81,33164.79
2021,Administration Dept,Other Misc Special Revenue,Govt and Citizen Services,Risk Management,31179504.97,0,31152473.93,27031.04,31759138.45,606664.52
2021,Administration Dept,Other Misc Special Revenue,Govt and Citizen Services,Small Agency Resource Team,1073327.04,0,1073327.04,0,1080493.71,7166.67
2021,Administration Dept,Other Misc Special Revenue,Govt and Citizen Services,State Archaeologist,125000,0,102156.38,22843.62,106011.74,3855.36
2021,Administration Dept,Other Misc Special Revenue,Govt and Citizen Services,State Assistive Tech (STAR),162358.05,0,162358.05,0,163160.55,802.5
2021,Administration Dept,Other Misc Special Revenue,Govt and Citizen Services,State Historic Preservation,4285.22,0,4285.22,0,4285.22,0
2021,Administration Dept,Other Misc Special Revenue,Strategic Mgmt Services,Exec Support Leadership/Partnerships,325660.75,0,325660.75,0,325660.75,0
2021,Administration Dept,Payroll Clearing,-,-,0,0,0,0,0,0
2021,Administration Dept,Permanent School,Strategic Mgmt Services,School Trust Lands,478184.48,0,478184.48,0,478184.48,0
2021,Administration Dept,Plant Management,Govt and Citizen Services,Facilities Management,58389649.56,0,58099038.65,290610.91,60926401.27,2827362.62
2021,Administration Dept,Restrict Misc Special Revenue,Govt and Citizen Services,Data Practices Office,6998.67,0,6998.67,0,7573.18,574.51
2021,Administration Dept,Restrict Misc Special Revenue,Govt and Citizen Services,Facilities Management,5722700.52,0,3612722.78,2109977.74,3978712.38,365989.6
2021,Administration Dept,Restrict Misc Special Revenue,Govt and Citizen Services,Office of State Procurement,0,0,0,0,0,0
2021,Administration Dept,Restrict Misc Special Revenue,Govt and Citizen Services,Real Estate & Construction Agent,0,0,0,0,0,0
2021,Administration Dept,Restrict Misc Special Revenue,Govt and Citizen Services,Risk Management,0,0,0,0,0,0
2021,Administration Dept,Restrict Misc Special Revenue,Govt and Citizen Services,State Archaeologist,6000,0,4149.69,1850.31,4149.69,0
2021,Administration Dept,Restrict Misc Special Revenue,Govt and Citizen Services,State Assistive Tech (STAR),0,0,0,0,0,0
2021,Administration Dept,Restrict Misc Special Revenue,Govt and Citizen Services,State Demographer,0,0,0,0,0,0
2021,Administration Dept,Restrict Misc Special Revenue,Govt and Citizen Services,State Historic Preservation,227433.52,0,222327.37,5106.15,223690.92,1363.55
2021,Administration Dept,Restrict Misc Special Revenue,Strategic Mgmt Services,Exec Support Leadership/Partnerships,0,0,0,0,0,0
2021,Administration Dept,Risk Management,Govt and Citizen Services,Risk Management,15915710.8,0,14660633.71,1255077.09,14819002.36,158368.65
2021,Administration Dept,Surplus Propert,Govt and Citizen Services,Fleet And Surplus Services,1199050.02,0,1123849.38,75200.64,1123849.38,0
2021,Administrative Hearings,Administrative Hearings,Administrative Hearings,Administrative Hearings,2735822.49,0,2589439.74,146382.75,2602038.23,12598.49
2021,Administrative Hearings,Environmental,Administrative Hearings,Administrative Hearings,33291.98,0,33291.98,0,33868.33,576.35
2021,Administrative Hearings,General,Administrative Hearings,Administrative Hearings,389005.72,0,389005.72,0,389174.88,169.16
2021,Administrative Hearings,Payroll Clearing,-,-,0,0,0,0,0,0
2021,Administrative Hearings,Workers Comp Transcript,Administrative Hearings,Workers Compensation-OAH,3567.28,0,3567.28,0,3567.28,0
2021,Administrative Hearings,Workers Compensation,Administrative Hearings,Workers Compensation-OAH,8148801.49,0,8148801.49,0,8461638.39,312836.9
2021,Agriculture Dept,Agriculture Fund,Admin and Financial Assist,Agency Services - Agriculture,142330.55,0,138791.29,3539.26,138791.29,0
2021,Agriculture Dept,Agriculture Fund,Ag Marketing & Development,"Marketing, Development, and Innovation",314429.87,0,276372.61,38057.26,297512.85,21140.24
2021,Agriculture Dept,Agriculture Fund,Promotion and Marketing,Ag Marketing and Development,519865.99,0,519865.99,0,519865.99,0
2021,Agriculture Dept,Agriculture Fund,Protection Service,Dairy and Meat Inspection,2890169.88,0,2851532.58,38637.3,2853292.14,1759.56
2021,Agriculture Dept,Agriculture Fund,Protection Service,Food and Feed Safety,2816047.72,0,2712227.32,103820.4,2712377.32,150
2021,Agriculture Dept,Agriculture Fund,Protection Service,Lab Services,3070617.15,0,3070617.15,0,3070675.96,58.81
2021,Agriculture Dept,Agriculture Fund,Protection Service,Pesticide and Fertilizer Mgmt,16435457.32,0,16429500.23,5957.09,16429500.23,0
2021,Agriculture Dept,Agriculture Fund,Protection Service,Plant Protection,4486672.7,0,4486672.7,0,4486672.7,0
2021,Agriculture Dept,Agriculture Fund,Value-added Products,Value-Added,9970302.55,38637,9931665.55,0,9970302.55,0
2021,Agriculture Dept,Arts & Cultural Heritage Fund,Admin and Financial Assist,Grants and Assistance,339178.63,0,339178.63,0,355202.57,16023.94
2021,Agriculture Dept,COVID Minnesota,Admin and Financial Assist,Agency Services - Agriculture,9784,0,9784,0,9784,0
2021,Agriculture Dept,Clean Water Fund,Admin and Financial Assist,Agency Services - Agriculture,46229.97,0,46229.97,0,46229.97,0
2021,Agriculture Dept,Clean Water Fund,Protection Service,Pesticide and Fertilizer Mgmt,8573271.2,0,8573271.2,0,8573271.2,0
2021,Agriculture Dept,Clean Water Revolving Fund,Admin and Financial Assist,Agency Services - Agriculture,9315672.3,0,9315672.3,0,9315672.3,0
2021,Agriculture Dept,Coronavirus Relief Fund,Admin and Financial Assist,Agency Services - Agriculture,263819.6,0,263819.6,0,263819.6,0
2021,Agriculture Dept,Coronavirus Relief Fund,Admin and Financial Assist,Grants and Assistance,6299462.02,0,6299462.02,0,6299462.02,0
2021,Agriculture Dept,Coronavirus Relief Fund,Promotion and Marketing,Ag Marketing and Development,35063.92,0,35063.92,0,35063.92,0
2021,Agriculture Dept,Coronavirus Relief Fund,Value-added Products,Value-Added,5860705.39,0,5860705.39,0,5860705.39,0
2021,Agriculture Dept,Environment & Natural Resource,Protection Service,Pesticide and Fertilizer Mgmt,36153.83,0,36153.83,0,36153.83,0
2021,Agriculture Dept,Environment & Natural Resource,Protection Service,Plant Protection,435513.7,0,435513.7,0,435513.7,0
2021,Agriculture Dept,Federal,Admin and Financial Assist,Agency Services - Agriculture,253817.8,0,253817.8,0,253817.8,0
2021,Agriculture Dept,Federal,Ag Marketing & Development,"Marketing, Development, and Innovation",2104044.85,0,2028328.52,75716.33,2075370.68,47042.16
2021,Agriculture Dept,Federal,Promotion and Marketing,Ag Marketing and Development,68473,0,68473,0,68473,0
2021,Agriculture Dept,Federal,Protection Service,Dairy and Meat Inspection,1927171.79,0,1927160.09,11.7,1927160.09,0
2021,Agriculture Dept,Federal,Protection Service,Food and Feed Safety,2530792.24,0,2530792.24,0,2530792.24,0
2021,Agriculture Dept,Federal,Protection Service,Lab Services,1864871.29,0,1864871.29,0,1864871.29,0
2021,Agriculture Dept,Federal,Protection Service,Pesticide and Fertilizer Mgmt,351169.2,0,351169.2,0,351169.2,0
2021,Agriculture Dept,Federal,Protection Service,Plant Protection,1409887.95,0,1409887.95,0,1409887.95,0
2021,Agriculture Dept,General,Admin and Financial Assist,Agency Services - Agriculture,4706482.21,12285,4694197.21,0,4714904.81,8422.6
2021,Agriculture Dept,General,Admin and Financial Assist,Grants and Assistance,4038262.5,0,4038262.5,0,4088948.27,50685.77
2021,Agriculture Dept,General,Ag Marketing & Development,"Marketing, Development, and Innovation",3936067.38,0,3936067.38,0,3941855.96,5788.58
2021,Agriculture Dept,General,Promotion and Marketing,Ag Marketing and Development,55048.94,0,55048.94,0,55048.94,0
2021,Agriculture Dept,General,Protection Service,Dairy and Meat Inspection,2486761.86,0,2486761.86,0,2487744.76,982.9
2021,Agriculture Dept,General,Protection Service,Food and Feed Safety,6486078.98,0,6486078.98,0,6486078.98,0
2021,Agriculture Dept,General,Protection Service,Lab Services,5403830.46,0,5403830.46,0,5410255.63,6425.17
2021,Agriculture Dept,General,Protection Service,Pesticide and Fertilizer Mgmt,651411,0,651411,0,651411,0
2021,Agriculture Dept,General,Protection Service,Plant Protection,3105282.5,0,3105282.5,0,3105282.5,0
2021,Agriculture Dept,General,Value-added Products,Value-Added,14542442.22,14997,14527445.22,0,15071428.78,528986.56
2021,Agriculture Dept,General Projects,Admin and Financial Assist,Grants and Assistance,2000000,397821,1602179,0,2000000,0
2021,Agriculture Dept,General Projects,Protection Service,Lab Services,71499.57,0,71499.57,0,315348.6,243849.03
2021,Agriculture Dept,General Projects,Value-added Products,Value-Added,250000,0,250000,0,250000,0
2021,Agriculture Dept,Gift,Admin and Financial Assist,Agency Services - Agriculture,0,0,0,0,0,0
2021,Agriculture Dept,Gift,Admin and Financial Assist,Grants and Assistance,20000,0,20000,0,20000,0
2021,Agriculture Dept,Gift,Ag Marketing & Development,"Marketing, Development, and Innovation",233.31,0,0,233.31,0,0
2021,Agriculture Dept,Gift,Promotion and Marketing,Ag Marketing and Development,1100,0,600,500,600,0
2021,Agriculture Dept,Gift,Protection Service,Plant Protection,0,0,0,0,0,0
2021,Agriculture Dept,Miscellaneous Agency,Admin and Financial Assist,Agency Services - Agriculture,0,0,0,0,0,0
2021,Agriculture Dept,Miscellaneous Agency,Protection Service,Plant Protection,364050.79,0,364050.79,0,364050.79,0
2021,Agriculture Dept,Other Misc Special Revenue,Admin and Financial Assist,Agency Services - Agriculture,6307562.22,0,6307562.22,0,6307562.22,0
2021,Agriculture Dept,Payroll Clearing,-,-,0,0,0,0,0,0
2021,Agriculture Dept,Remediation Fund,Protection Service,Pesticide and Fertilizer Mgmt,1776286.8,0,1776286.8,0,1776286.8,0
2021,Agriculture Dept,Restrict Misc Special Revenue,Admin and Financial Assist,Agency Services - Agriculture,3240960.8,0,3232892.98,8067.82,3232892.98,0
2021,Agriculture Dept,Restrict Misc Special Revenue,Ag Marketing & Development,"Marketing, Development, and Innovation",228841.05,0,24089.71,204751.34,24089.71,0
2021,Agriculture Dept,Restrict Misc Special Revenue,Promotion and Marketing,Ag Marketing and Development,0,0,0,0,0,0
2021,Agriculture Dept,Restrict Misc Special Revenue,Protection Service,Dairy and Meat Inspection,101323.95,0,93858.32,7465.63,93858.32,0
2021,Agriculture Dept,Restrict Misc Special Revenue,Protection Service,Food and Feed Safety,1022639.41,0,919627.24,103012.17,919627.24,0
2021,Agriculture Dept,Restrict Misc Special Revenue,Protection Service,Lab Services,33006.04,0,33006.04,0,33006.04,0
2021,Agriculture Dept,Restrict Misc Special Revenue,Protection Service,Pesticide and Fertilizer Mgmt,10222.98,0,10222.98,0,10222.98,0
2021,Agriculture Dept,Restrict Misc Special Revenue,Protection Service,Plant Protection,29727.58,0,29727.58,0,29727.58,0
2021,Agriculture Dept,Rural Finance Administration,Admin and Financial Assist,Agency Services - Agriculture,1216693.5,0,1216693.5,0,1216693.5,0
2021,Agriculture Utilization Resrch,General,Ag Utilization Research Institute,Ag Utilization Research Institute,3893000,0,3893000,0,3893000,0
2021,Amateur Sports Comm,General,Amateur Sports Commission,Amateur Sports Commission,347071.51,0,347071.51,0,347071.51,0
2021,Amateur Sports Comm,Gift,Amateur Sports Commission,Amateur Sports Commission,0,0,0,0,0,0
2021,Amateur Sports Comm,Restrict Misc Special Revenue,Amateur Sports Commission,Amateur Sports Commission,76933.56,0,76933.56,0,76933.56,0
2021,Animal Health Board,Federal,Livestock And Poultry Health,Disease Regulation And Control,916710,0,673040.72,243669.28,673040.72,0
2021,Animal Health Board,General,Livestock And Poultry Health,Disease Regulation And Control,5724239.03,0,5724239.03,0,5752270.62,28031.59
2021,Animal Health Board,Payroll Clearing,-,-,0,0,0,0,0,0
2021,Animal Health Board,Restrict Misc Special Revenue,Livestock And Poultry Health,Disease Regulation And Control,344750.86,0,32012.62,312738.24,32012.62,0
2021,"Architecture, Engineering Bd",General,AELSLA,AELSLA,603358.62,0,603358.62,0,608825.77,5467.15
2021,"Architecture, Engineering Bd",Payroll Clearing,-,-,0,0,0,0,0,0
2021,Arts Board,Arts & Cultural Heritage Fund,Arts Board,Arts Board,29995757.15,0,29995757.15,0,30103817.39,108060.24
2021,Arts Board,Federal,Arts Board,Arts Board,1299560.4,0,1296168.55,3391.85,1296169.02,0.47
2021,Arts Board,General,Arts Board,Arts Board,7362421.04,0,7362421.04,0,7381342.86,18921.82
2021,Arts Board,Gift,Arts Board,Arts Board,2657.56,0,0,2657.56,0,0
2021,Arts Board,Payroll Clearing,-,-,0,0,0,0,0,0
2021,Arts Board,Restrict Misc Special Revenue,Arts Board,Arts Board,140,0,0,140,0,0
2021,Asian-Pacific Council,General,Asian Pacific Council,Asian Pacific Council,461087.83,0,461087.83,0,469654.97,8567.14
2021,Asian-Pacific Council,Gift,Asian Pacific Council,Asian Pacific Council,0,0,0,0,0,0
2021,Asian-Pacific Council,Payroll Clearing,-,-,0,0,0,0,0,0
2021,Asian-Pacific Council,Restrict Misc Special Revenue,Asian Pacific Council,Asian Pacific Council,0,0,0,0,0,0
2021,Attorney General,Coronavirus Relief Fund,Attorney General,Administrative Operations,1200000,0,1200000,0,1200000,0
2021,Attorney General,Environmental,Attorney General,Solicitor General,0,0,0,0,0,0
2021,Attorney General,Federal,Attorney General,Health and Safety,2476670.46,0,2476670.46,0,2476670.46,0
2021,Attorney General,General,Attorney General,Administrative Operations,7207646.2,0,7207646.2,0,7207646.2,0
2021,Attorney General,General,Attorney General,Consumer Protection,5518143.29,0,5518143.29,0,5518143.29,0
2021,Attorney General,General,Attorney General,Government Support,4048943.91,0,4048943.91,0,4048943.91,0
2021,Attorney General,General,Attorney General,Health and Safety,3326484.35,0,3326484.35,0,3326484.35,0
2021,Attorney General,General,Attorney General,Solicitor General,4155392.13,0,4155392.13,0,4155392.13,0
2021,Attorney General,Health Related Boards,Attorney General,Government Support,1983657.2,0,1983657.2,0,1983657.2,0
2021,Attorney General,Health Related Boards,Attorney General,Health and Safety,21000,0,21000,0,21000,0
2021,Attorney General,Miscellaneous Agency,Attorney General,Civil Law,0,0,0,0,0,0
2021,Attorney General,Miscellaneous Agency,Attorney General,Consumer Protection,790632.92,0,790632.92,0,790632.92,0
2021,Attorney General,Miscellaneous Agency,Attorney General,Health and Safety,0,0,0,0,0,0
2021,Attorney General,Other Misc Special Revenue,Attorney General,Administrative Operations,4155250.77,0,4155250.77,0,4160566.94,5316.17
2021,Attorney General,Other Misc Special Revenue,Attorney General,Consumer Protection,1929000,0,1929000,0,1929000,0
2021,Attorney General,Other Misc Special Revenue,Attorney General,Government Support,2732128.08,0,2732128.08,0,2732128.08,0
2021,Attorney General,Other Misc Special Revenue,Attorney General,Health and Safety,2764000,0,2764000,0,2764000,0
2021,Attorney General,Other Misc Special Revenue,Attorney General,Solicitor General,1129000,0,1129000,0,1129000,0
2021,Attorney General,Payroll Clearing,-,-,0,0,0,0,0,0
2021,Attorney General,Remediation Fund,Attorney General,Solicitor General,0,0,0,0,0,0
2021,Attorney General,Restrict Misc Special Revenue,Attorney General,Administrative Operations,0,0,0,0,0,0
2021,Attorney General,Restrict Misc Special Revenue,Attorney General,Consumer Protection,46190.54,0,46190.54,0,46190.54,0
2021,Attorney General,Restrict Misc Special Revenue,Attorney General,Health and Safety,171547.66,0,171547.66,0,171547.66,0
2021,Barber Examiners Board,General,Barbers,Barbers,325583.64,0,325583.64,0,328351.45,2767.81
2021,Barber Examiners Board,Payroll Clearing,-,-,0,0,0,0,0,0
2021,Behavioral Health & Therapy Bd,Health Related Boards,Behaviorial Health & Therapy,Behaviorial Health & Therapy,721370.87,0,721370.87,0,733420.43,12049.56
2021,Behavioral Health & Therapy Bd,Payroll Clearing,-,-,0,0,0,0,0,0
2021,Behavioral Health & Therapy Bd,Restrict Misc Special Revenue,Behaviorial Health & Therapy,Behaviorial Health & Therapy,24835.75,0,24835.75,0,24835.75,0
2021,Board Of Public Defense,General,Administrative Services Office,Administrative Services Office,2936019.26,0,2936019.26,0,2946714.65,10695.39
2021,Board Of Public Defense,General,Appellate Office,State Public Defender,6740596.24,0,6740596.24,0,6770608.34,30012.1
2021,Board Of Public Defense,General,District Public Defense,District Public Defense,93988282.65,0,93988282.65,0,94122330.32,134047.67
2021,Board Of Public Defense,Gift,District Public Defense,District Public Defense,105597.61,0,105597.61,0,105936.22,338.61
2021,Board Of Public Defense,Payroll Clearing,-,-,0,0,0,0,0,0
2021,Board Of Public Defense,Restrict Misc Special Revenue,District Public Defense,District Public Defense,280018.94,0,280018.94,0,280018.94,0
2021,Board of Teaching,General,Board of Teaching,Operations,530842.89,0,530842.89,0,728800,197957.11
2021,Board of Teaching,General,Prof Educator Licensing Std Bd.,Operations,3745125.58,0,3745125.58,0,3772636.46,27510.88
2021,Board of Teaching,Payroll Clearing,-,-,0,0,0,0,0,0
2021,Board of Teaching,Restrict Misc Special Revenue,Prof Educator Licensing Std Bd.,Licensure by Portfolio,2900,0,0,2900,0,0
2021,Board of Teaching,Restrict Misc Special Revenue,Prof Educator Licensing Std Bd.,Operations,230655.25,0,230655.25,0,230700,44.75
2021,Bureau of Mediation Services,General,Mediation Services,Representation Mediation,2053547.48,0,2053547.48,0,2062819.49,9272.01
2021,Bureau of Mediation Services,Other Misc Special Revenue,Mediation Services,Representation Mediation,4021.12,0,0,4021.12,0,0
2021,Bureau of Mediation Services,Payroll Clearing,-,-,0,0,0,0,0,0
2021,Campaign Fin & Public Discl Bd,General,Campaign Finance & Publ Disc,Campaign Finance & Publ Disc,1036346.67,0,1036346.67,0,1036598.59,251.92
2021,Campaign Fin & Public Discl Bd,Other Misc Special Revenue,Campaign Finance & Publ Disc,Campaign Finance & Publ Disc,2205805.52,0,2205805.52,0,2206478.74,673.22
2021,Campaign Fin & Public Discl Bd,Payroll Clearing,-,-,0,0,0,0,0,0
2021,Capitol Area Architect,General,Capitol Area Arch Planning Bd,Capitol Area Arch Planning Bd,347788.81,0,347788.81,0,349411.28,1622.47
2021,Capitol Area Architect,Gift,Capitol Area Arch Planning Bd,Capitol Area Arch Planning Bd,1.27,0,0,1.27,0,0
2021,Capitol Area Architect,Payroll Clearing,-,-,0,0,0,0,0,0
2021,Capitol Area Architect,Restrict Misc Special Revenue,Capitol Area Arch Planning Bd,Capitol Area Arch Planning Bd,12137.82,0,12137.82,0,12137.82,0
2021,Chiropractors Board,Health Related Boards,Chiropractors Board Of,Chiropractors Board Of,606206.65,0,606206.65,0,613734.58,7527.93
2021,Chiropractors Board,Payroll Clearing,-,-,0,0,0,0,0,0
2021,Chiropractors Board,Restrict Misc Special Revenue,Chiropractors Board Of,Chiropractors Board Of,5194.5,0,4728.75,465.75,5300,571.25
2021,Combative Sports Commission,Payroll Clearing,-,-,0,0,0,0,0,0
2021,Commerce Dept,Federal,Energy Resources,Energy Resources,137653626.96,0,127699733.79,9953893.17,127707567.12,7833.33
2021,Commerce Dept,Federal,Enforcement,Enforcement,25000,0,932.53,24067.47,932.53,0
2021,Commerce Dept,Federal,Insurance,Insurance,84875.64,0,84256.48,619.16,84256.48,0
2021,Commerce Dept,Federal,Reinsurance Program,Reinsurance Program,86063821,0,86063821,0,86063821,0
2021,Commerce Dept,General,Administrative Services -Commerce,Administrative Services-Commerce,7270882.44,0,7270882.44,0,7401606.14,130723.7
2021,Commerce Dept,General,Energy Resources,Energy Resources,3914978.57,0,3914978.57,0,3915047.14,68.57
2021,Commerce Dept,General,Enforcement,Enforcement,5736197.98,0,5736197.98,0,5742120.48,5922.5
2021,Commerce Dept,General,Financial Institutions,Financial Institutions,400000,0,400000,0,400000,0
2021,Commerce Dept,General,Insurance,Insurance,4939443.17,0,4939443.17,0,4941381.98,1938.81
2021,Commerce Dept,General,Telecommunications,Telecommunications,851699.66,0,851699.66,0,851703.09,3.43
2021,Commerce Dept,Gift,Energy Resources,Energy Resources,1584.12,0,0,1584.12,0,0
2021,Commerce Dept,Miscellaneous Agency,Enforcement,Enforcement,75100,0,58616,16484,58616,0
2021,Commerce Dept,Miscellaneous Agency,Insurance,Insurance,0,0,0,0,0,0
