Budget Period,Agency,Fund,Program,Activity,Available Amount,Obligated Amount,Spend Amount,Remaining Amount,Budget Amount,Budget Remaining Amount
2024,Agriculture Dept,Remediation Fund,Protection Service,Pesticide and Fertilizer Mgmt,2037591.1,0,2037591.1,0,2037591.1,0
2024,Agriculture Dept,Restrict Misc Special Revenue,Admin and Financial Assist,Agency Services - Agriculture,11751702.38,0,11751702.38,0,11751702.38,0
2024,Agriculture Dept,Restrict Misc Special Revenue,Ag Marketing & Development,"Marketing, Development, and Innovation",160469.43,0,145492.16,14977.27,147207.26,1715.1
2024,Agriculture Dept,Restrict Misc Special Revenue,Promotion and Marketing,Ag Marketing and Development,3928.87,0,3928.87,0,3928.87,0
2024,Agriculture Dept,Restrict Misc Special Revenue,Protection Service,Dairy and Meat Inspection,120614.69,0,120614.69,0,120614.69,0
2024,Agriculture Dept,Restrict Misc Special Revenue,Protection Service,Food and Feed Safety,490959.14,0,490959.14,0,490959.14,0
2024,Agriculture Dept,Restrict Misc Special Revenue,Protection Service,Lab Services,34920.15,0,34920.15,0,34920.15,0
2024,Agriculture Dept,Restrict Misc Special Revenue,Protection Service,Plant Protection,68034.89,0,68034.89,0,68034.89,0
2024,Agriculture Dept,Rural Finance Administration,Admin and Financial Assist,Agency Services - Agriculture,2206087.41,0,2206087.41,0,2206087.41,0
2024,Agriculture Utilization Resrch,Environment & Natural Resource,Ag Utilization Research Institute,Ag Utilization Research Institute,0,0,0,0,0,0
2024,Agriculture Utilization Resrch,General,Ag Utilization Research Institute,Ag Utilization Research Institute,6143000,0,6143000,0,6143000,0
2024,Amateur Sports Comm,Building Construction-Bonded,Amateur Sports Commission,Amateur Sports Commission,0,0,-466223.03,466223.03,0,466223.03
2024,Amateur Sports Comm,General,Amateur Sports Commission,Amateur Sports Commission,358029.73,0,358029.73,0,358029.73,0
2024,Amateur Sports Comm,General Projects,Amateur Sports Commission,Amateur Sports Commission,432358,0,432358,0,432358,0
2024,Amateur Sports Comm,Gift,Amateur Sports Commission,Amateur Sports Commission,0,0,0,0,0,0
2024,Amateur Sports Comm,Payroll Clearing,-,-,0,0,0,0,0,0
2024,Amateur Sports Comm,Restrict Misc Special Revenue,Amateur Sports Commission,Amateur Sports Commission,87309.2,0,66309.2,21000,66309.2,0
2024,Animal Health Board,Federal,Livestock And Poultry Health,Disease Regulation And Control,2691928.31,0,1267562.17,1424366.14,1267562.17,0
2024,Animal Health Board,General,Livestock And Poultry Health,Disease Regulation And Control,6100064.71,0,6100064.71,0,6100064.71,0
2024,Animal Health Board,Payroll Clearing,-,-,0,0,0,0,0,0
2024,Animal Health Board,Restrict Misc Special Revenue,Livestock And Poultry Health,Disease Regulation And Control,199740.31,0,121580.51,78159.8,121580.51,0
2024,Appellate Counsel & Trg Office,General,Appellate Counsel & Trg Office,Appellate Counsel & Trg Office,0,0,0,0,0,0
2024,Appellate Counsel & Trg Office,Payroll Clearing,-,-,0,0,0,0,0,0
2024,"Architecture, Engineering Bd",General,AELSLA,AELSLA,741551.25,1416,740135.25,0,759316.25,17765
2024,"Architecture, Engineering Bd",Payroll Clearing,-,-,0,0,0,0,0,0
2024,Arts Board,Arts & Cultural Heritage Fund,Arts Board,Arts Board,46497114.09,200500,46296614.09,0,46649614.11,152500.02
2024,Arts Board,Federal,Arts Board,Arts Board,1054373.55,0,1048964.55,5409,1053667.18,4702.63
2024,Arts Board,General,Arts Board,Arts Board,7391174.04,0,7391174.04,0,7396617.82,5443.78
2024,Arts Board,General Projects,Arts Board,Arts Board,25000,0,22500,2500,25000,2500
2024,Arts Board,Gift,Arts Board,Arts Board,0,0,0,0,0,0
2024,Arts Board,Payroll Clearing,-,-,0,0,0,0,0,0
2024,Arts Board,Restrict Misc Special Revenue,Arts Board,Arts Board,0,0,0,0,0,0
2024,Asian-Pacific Council,General,Asian Pacific Council,Asian Pacific Council,471915.07,0,471915.07,0,477096.33,5181.26
2024,Asian-Pacific Council,Gift,Asian Pacific Council,Asian Pacific Council,23001.08,0,0,23001.08,0,0
2024,Asian-Pacific Council,Other Misc Special Revenue,Asian Pacific Council,Asian Pacific Council,5000,0,0,5000,0,0
2024,Asian-Pacific Council,Payroll Clearing,-,-,0,0,0,0,0,0
2024,Asian-Pacific Council,Restrict Misc Special Revenue,Asian Pacific Council,Asian Pacific Council,17883.13,0,2883.13,15000,2883.13,0
2024,Attorney General,Environmental,Attorney General,Solicitor General,0,0,0,0,0,0
2024,Attorney General,Federal,Attorney General,Health and Safety,3948543.07,0,2958476.09,990066.98,2960276.75,1800.66
2024,Attorney General,General,Attorney General,Administrative Operations,11190274.93,0,11190274.93,0,11900655.23,710380.3
2024,Attorney General,General,Attorney General,Consumer Protection,12039908.3,0,12039908.3,0,12162285.82,122377.52
2024,Attorney General,General,Attorney General,Government Support,5022024.79,0,5022024.79,0,5022024.79,0
2024,Attorney General,General,Attorney General,Health and Safety,7011369.62,0,7011369.62,0,7011969.82,600.2
2024,Attorney General,General,Attorney General,Solicitor General,4827147.76,0,4827147.76,0,4827147.76,0
2024,Attorney General,Health Related Boards,Attorney General,Government Support,2500000,0,2500000,0,2500000,0
2024,Attorney General,Health Related Boards,Attorney General,Health and Safety,21000,0,21000,0,21000,0
2024,Attorney General,Miscellaneous Agency,Attorney General,Consumer Protection,2047222.8,0,2017697.8,29525,2134419.62,116721.82
2024,Attorney General,Other Misc Special Revenue,Attorney General,Administrative Operations,2319453.59,0,2122866.15,196587.44,2122866.15,0
2024,Attorney General,Other Misc Special Revenue,Attorney General,Consumer Protection,5500000,0,5500000,0,5500000,0
2024,Attorney General,Other Misc Special Revenue,Attorney General,Government Support,3915090.75,0,2580000,1335090.75,2580000,0
2024,Attorney General,Other Misc Special Revenue,Attorney General,Health and Safety,2100000,0,2100000,0,2100000,0
2024,Attorney General,Other Misc Special Revenue,Attorney General,Solicitor General,500000,0,500000,0,500000,0
2024,Attorney General,Payroll Clearing,-,-,0,0,0,0,0,0
2024,Attorney General,Remediation Fund,Attorney General,Solicitor General,0,0,0,0,0,0
2024,Attorney General,Restrict Misc Special Revenue,Attorney General,Administrative Operations,9404.87,0,9404.87,0,9524.87,120
2024,Attorney General,Restrict Misc Special Revenue,Attorney General,Consumer Protection,10153199.42,0,10153199.42,0,10321172.99,167973.57
2024,Attorney General,Restrict Misc Special Revenue,Attorney General,Health and Safety,452445.33,0,426290.11,26155.22,426290.11,0
2024,Barber Examiners Board,General,Barbers,Barbers,360504.55,0,360504.55,0,366867.95,6363.4
2024,Barber Examiners Board,Payroll Clearing,-,-,0,0,0,0,0,0
2024,Behavioral Health & Therapy Bd,Health Related Boards,Behaviorial Health & Therapy,Behaviorial Health & Therapy,864089.76,0,864089.76,0,875557.04,11467.28
2024,Behavioral Health & Therapy Bd,Payroll Clearing,-,-,0,0,0,0,0,0
2024,Behavioral Health & Therapy Bd,Restrict Misc Special Revenue,Behaviorial Health & Therapy,Behaviorial Health & Therapy,32660,0,32418.75,241.25,32500,81.25
2024,Board Of Public Defense,General,Administrative Services Office,Administrative Services Office,4082114.12,0,4082114.12,0,4082114.12,0
2024,Board Of Public Defense,General,Appellate Office,State Public Defender,10092820.51,0,10092820.51,0,10092820.51,0
2024,Board Of Public Defense,General,District Public Defense,District Public Defense,138706540.11,0,138706540.11,0,138709609.73,3069.62
2024,Board Of Public Defense,Gift,District Public Defense,District Public Defense,481503.19,0,231923.8,249579.39,233033.8,1110
2024,Board Of Public Defense,Payroll Clearing,-,-,0,0,0,0,0,0
2024,Board Of Public Defense,Restrict Misc Special Revenue,District Public Defense,District Public Defense,292750.4,0,292750.4,0,292750.4,0
2024,Board of Teaching,General,Prof Educator Licensing Std Bd.,Operations,10606310.67,0,10606310.67,0,13241393.09,2635082.42
2024,Board of Teaching,Payroll Clearing,-,-,0,0,0,0,0,0
2024,Board of Teaching,Restrict Misc Special Revenue,Prof Educator Licensing Std Bd.,Licensure by Portfolio,33998.54,0,33998.54,0,33998.54,0
2024,Board of Teaching,Restrict Misc Special Revenue,Prof Educator Licensing Std Bd.,Operations,278259.82,0,277936.75,323.07,280000,2063.25
2024,Bureau of Mediation Services,General,Mediation Services,Representation Mediation,2729044.89,0,2729044.89,0,2781749.99,52705.1
2024,Bureau of Mediation Services,Other Misc Special Revenue,Mediation Services,Representation Mediation,866.06,0,0,866.06,0,0
2024,Bureau of Mediation Services,Payroll Clearing,-,-,0,0,0,0,0,0
2024,Campaign Fin & Public Discl Bd,General,Campaign Finance & Publ Disc,Campaign Finance & Publ Disc,1172027.02,0,1172027.02,0,1245238.93,73211.91
2024,Campaign Fin & Public Discl Bd,Other Misc Special Revenue,Campaign Finance & Publ Disc,Campaign Finance & Publ Disc,71974.11,0,71274.11,700,71274.11,0
2024,Campaign Fin & Public Discl Bd,Payroll Clearing,-,-,0,0,0,0,0,0
2024,Cannabis Expungement Board,General,Cannabis Expungement Board,Cannabis Expungement Board,77030.37,0,77030.37,0,77030.37,0
2024,Cannabis Expungement Board,Payroll Clearing,-,-,0,0,0,0,0,0
2024,Cannabis Management Office,General,Cannabis Management Office,Cannabis Management Office,1445514.9,0,1445514.9,0,1445514.9,0
2024,Cannabis Management Office,Other Misc Special Revenue,Cannabis Management Office,Cannabis Management Office,6323.16,0,6323.16,0,6323.16,0
2024,Cannabis Management Office,Payroll Clearing,-,-,0,0,0,0,0,0
2024,Cannabis Management Office,Restrict Misc Special Revenue,Cannabis Management Office,Cannabis Management Office,0,0,0,0,0,0
2024,Capitol Area Architect,General,Capitol Area Arch Planning Bd,Capitol Area Arch Planning Bd,1413448.97,0,1413448.97,0,1425920.37,12471.4
2024,Capitol Area Architect,Gift,Capitol Area Arch Planning Bd,Capitol Area Arch Planning Bd,0,0,0,0,0,0
2024,Capitol Area Architect,Payroll Clearing,-,-,0,0,0,0,0,0
2024,Children Youth & Families Dept,General,Operations and Administration,INACTIVE Agencywide Supports,0,0,0,0,0,0
2024,Children Youth & Families Dept,Restrict Misc Special Revenue,Operations and Administration,Agencywide Supports,0,0,0,0,0,0
2024,Chiropractors Board,Health Related Boards,Chiropractors Board Of,Chiropractors Board Of,685583.92,0,685583.92,0,693187.87,7603.95
2024,Chiropractors Board,Payroll Clearing,-,-,0,0,0,0,0,0
2024,Chiropractors Board,Restrict Misc Special Revenue,Chiropractors Board Of,Chiropractors Board Of,5433.5,0,4522,911.5,5500,978
2024,Climate Innovn Finance Authrty,Climate and Economic Dev,Climate Innovn Finance Authrty,Climate Innovn Finance Authrty,4836589.81,0,4836589.81,0,4836589.81,0
2024,Climate Innovn Finance Authrty,Payroll Clearing,-,-,0,0,0,0,0,0
2024,Combative Sports Commission,Payroll Clearing,-,-,0,0,0,0,0,0
2024,Commerce Dept,Climate and Economic Dev,Energy Resources,Energy Resources,1314135.68,0,1314135.68,0,2047304.92,733169.24
2024,Commerce Dept,Family and Medical Benefit Ins,Insurance,Insurance,0,0,0,0,0,0
2024,Commerce Dept,Federal,Energy Resources,Energy Resources,263840730.05,0,162287910.38,101552819.67,162328215.05,40304.67
2024,Commerce Dept,Federal,Enforcement,Enforcement,3816.22,0,0,3816.22,0,0
2024,Commerce Dept,Federal,Insurance,Insurance,661119.67,0,224281.39,436838.28,224281.39,0
2024,Commerce Dept,Federal,Reinsurance Program,Reinsurance Program,119486495,0,119486495,0,119486495,0
2024,Commerce Dept,General,Administrative Services -Commerce,Administrative Services-Commerce,8375902.92,0,8375902.92,0,8380947.61,5044.69
2024,Commerce Dept,General,Energy Resources,Energy Resources,25326427.72,0,25326427.72,0,25326927.72,500
2024,Commerce Dept,General,Enforcement,Enforcement,6058751.05,0,6058751.05,0,6063980.14,5229.09
2024,Commerce Dept,General,Enforcement,Investigations,247095.99,0,247095.99,0,247095.99,0
2024,Commerce Dept,General,Financial Institutions,Financial Institutions,2192859.48,0,2192859.48,0,2193386.88,527.4
2024,Commerce Dept,General,Insurance,Insurance,7043531.59,46706.26,6996825.33,0,7072801.09,29269.5
2024,Commerce Dept,General,Telecommunications,Telecommunications,695811.85,0,695811.85,0,695811.85,0
2024,Commerce Dept,General,Weights & Measures,Weights & Measures,1808858.59,0,1808858.59,0,1810939.71,2081.12
2024,Commerce Dept,Gift,Energy Resources,Energy Resources,0,0,0,0,0,0
2024,Commerce Dept,Miscellaneous Agency,Enforcement,Enforcement,0,0,0,0,0,0
2024,Commerce Dept,Miscellaneous Agency,Insurance,Insurance,0,0,0,0,0,0
2024,Commerce Dept,Other Misc Special Revenue,Insurance,Insurance,350000,0,315688.32,34311.68,315688.32,0
2024,Commerce Dept,Other Misc Special Revenue,Reinsurance Program,Reinsurance Program,87806735,0,87806735,0,87806735,0
