Budget Period,Agency,Fund,Program,Activity,Available Amount,Obligated Amount,Spend Amount,Remaining Amount,Budget Amount,Budget Remaining Amount
2026,Administration Dept,General,Govt and Citizen Services,State Archaeologist,905459.24,468364.29,303234.07,437624.9,783000,11401.64
2026,Administration Dept,General,Govt and Citizen Services,State Assistive Tech (STAR),0,0,0,0,0,0
2026,Administration Dept,General,Govt and Citizen Services,State Demographer,1353806.96,572873.9,399801.1,818534.71,1336000,363325
2026,Administration Dept,General,Govt and Citizen Services,State Historic Preservation,1899159.36,710392.28,413676.77,1143086.31,1329000,204930.95
2026,Administration Dept,General,Strategic Mgmt Services,Exec Support Leadership/Partnerships,1302374.34,731373.59,435404.22,636820.2,1277000,110222.19
2026,Administration Dept,General,Strategic Mgmt Services,Financial Mgmt And Reporting,1173108.13,565305.73,396198.86,612816.85,1043000,81495.41
2026,Administration Dept,General,Strategic Mgmt Services,Human Resources-Administration,620568.18,355447.49,255193.47,278322.22,614012.61,3371.65
2026,Administration Dept,Gift,Fiscal Agent,Misc Grants/Studies/Others,43558.89,9492.46,0,34066.43,15993.26,6500.8
2026,Administration Dept,Gift,Govt and Citizen Services,Facilities Management,679924.25,0,3149.02,676775.23,3651.22,502.2
2026,Administration Dept,Gift,Govt and Citizen Services,Real Estate & Construction Agent,356388.92,19777.22,118337.72,218273.98,139838.85,1723.91
2026,Administration Dept,Gift,Govt and Citizen Services,State Archaeologist,1098.88,0,0,1098.88,0,0
2026,Administration Dept,Gift,Govt and Citizen Services,State Assistive Tech (STAR),6459.7,0,0,6459.7,0,0
2026,Administration Dept,MN Bookstore,Govt and Citizen Services,Mailing Lists/State Register,1248338.22,335682.22,110022.86,1094275.27,546127,100421.92
2026,Administration Dept,Master Lease,Govt and Citizen Services,Fleet And Surplus Services,27113914.29,4940577.62,10214511.85,11958824.82,27001884.4,11846794.93
2026,Administration Dept,Other Misc Special Revenue,Fiscal Agent,Misc Grants/Studies/Others,3096209.78,2964195,30000,137014.78,2996209.78,2014.78
2026,Administration Dept,Other Misc Special Revenue,Govt and Citizen Services,Developmental Disabilities Council,20000,0,0,20000,20000,20000
2026,Administration Dept,Other Misc Special Revenue,Govt and Citizen Services,Enterprise Real Property Prog,1078761.78,176932,0,901829.78,216950,40018
2026,Administration Dept,Other Misc Special Revenue,Govt and Citizen Services,Enterprise Sustainability,862987.89,368980.36,248963.85,472034.64,634000,16055.79
2026,Administration Dept,Other Misc Special Revenue,Govt and Citizen Services,Facilities Management,22525827.48,6162984.75,2220558.54,14142284.19,9700000,1316456.71
2026,Administration Dept,Other Misc Special Revenue,Govt and Citizen Services,Office of State Procurement,48800,10030.24,7686.31,40777.24,18025,308.45
2026,Administration Dept,Other Misc Special Revenue,Govt and Citizen Services,Office of Translations,593097.42,73686.95,26313.05,493097.42,100000,0
2026,Administration Dept,Other Misc Special Revenue,Govt and Citizen Services,Real Estate & Construction Agent,500182.34,382106.22,117893.78,182.34,500000,0
2026,Administration Dept,Other Misc Special Revenue,Govt and Citizen Services,Risk Management,53913442.85,12149616.07,16136756.53,27556072.42,40251065,11964692.4
2026,Administration Dept,Other Misc Special Revenue,Govt and Citizen Services,Small Agency Resource Team,3293430.28,1196784.05,847643.12,2445787.16,2126374,81946.83
2026,Administration Dept,Other Misc Special Revenue,Govt and Citizen Services,State Archaeologist,125000,125000,0,125000,125000,0
2026,Administration Dept,Other Misc Special Revenue,Govt and Citizen Services,State Assistive Tech (STAR),200421.73,152267.06,39443.88,16411.3,200421.73,8710.79
2026,Administration Dept,Other Misc Special Revenue,Govt and Citizen Services,State Historic Preservation,125000,88141.83,34541.94,88833.69,125000,2316.23
2026,Administration Dept,Other Misc Special Revenue,Strategic Mgmt Services,Financial Mgmt And Reporting,4903914.27,2764174.25,1622624.63,2470003.67,4717915,331116.12
2026,Administration Dept,Other Misc Special Revenue,Strategic Mgmt Services,Human Resources-Administration,62877.54,28359.07,34518.47,28359.07,62877.54,0
2026,Administration Dept,Payroll Clearing,-,-,0,0,0,0,0,0
2026,Administration Dept,Plant Management,Govt and Citizen Services,Facilities Management,69977899.93,34538468.86,21989497.8,26724775.73,65942446,9414479.34
2026,Administration Dept,Renewable Development,Govt and Citizen Services,Enterprise Sustainability,5458279.39,69762.46,18915.16,5438412.73,92000,3322.38
2026,Administration Dept,Restrict Misc Special Revenue,Govt and Citizen Services,Data Practices Office,93037.24,33771.61,23818.39,66909.13,76000,18410
2026,Administration Dept,Restrict Misc Special Revenue,Govt and Citizen Services,Facilities Management,9643562.06,2543821.19,2116889.01,5395871.22,4911094,250383.8
2026,Administration Dept,Restrict Misc Special Revenue,Govt and Citizen Services,Office of State Procurement,125333.63,1,111780,13552.63,115000,3219
2026,Administration Dept,Restrict Misc Special Revenue,Govt and Citizen Services,Real Estate & Construction Agent,32530.39,6130.25,0,26400.14,26387.05,20256.8
2026,Administration Dept,Restrict Misc Special Revenue,Govt and Citizen Services,State Archaeologist,6000,6000,0,6000,6000,0
2026,Administration Dept,Restrict Misc Special Revenue,Govt and Citizen Services,State Historic Preservation,1592501.4,208556.71,185890.72,1392606.19,431192,36744.57
2026,Administration Dept,Restrict Misc Special Revenue,Strategic Mgmt Services,Exec Support Leadership/Partnerships,78221.9,0,0,78221.9,0,0
2026,Administration Dept,Risk Management,Govt and Citizen Services,Risk Management,62462357.46,4673350.56,14599749.45,44266739.63,24366633,5093532.99
2026,Administration Dept,Surplus Propert,Govt and Citizen Services,Fleet And Surplus Services,4216920.4,1180859.35,891596.85,2684986.98,2391690,319233.8
2026,Administration Dept,Trunk Highway,Govt and Citizen Services,Real Estate & Construction Agent,58417555.07,6053812.84,1137893.21,51693583.51,58417555.07,51225849.02
2026,Administrative Hearings,Administrative Hearings,Administrative Hearings,Administrative Hearings,4798722.7,2327085.24,1616136.77,2954078.3,3964421.5,21199.49
2026,Administrative Hearings,Environmental,Administrative Hearings,Administrative Hearings,50000,0,0,50000,0,0
2026,Administrative Hearings,General,Administrative Hearings,Administrative Hearings,1950080.71,752363.26,519812.62,794664.25,1950080.71,677904.83
2026,Administrative Hearings,Payroll Clearing,-,-,0,0,0,0,0,0
2026,Administrative Hearings,Workers Comp Transcript,Administrative Hearings,Workers Compensation-OAH,47852.85,883.95,1387.82,45581.08,2878.77,607
2026,Administrative Hearings,Workers Compensation,Administrative Hearings,Workers Compensation-OAH,11649208.93,5865515.42,4069875.9,6025686.3,11314893.11,1379501.79
2026,Agriculture Dept,ARP-State Fiscal Recovery,Admin and Financial Assist,Grants and Assistance,1823.19,65.26,1746.28,76.91,1823.19,11.65
2026,Agriculture Dept,Agriculture Fund,Admin and Financial Assist,Agency Services - Agriculture,4485891.23,306557.93,419083.97,3841538.62,1120755.13,395113.23
2026,Agriculture Dept,Agriculture Fund,Ag Marketing & Development,Ag Research Educ & Ext Tech Tr,13133674.02,2744246.2,2770032.53,7642064.14,13133674.02,7619395.29
2026,Agriculture Dept,Agriculture Fund,Ag Marketing & Development,"Marketing, Development, and Innovation",1059076.65,206686.07,134696.8,763680.47,501373.27,159990.4
2026,Agriculture Dept,Agriculture Fund,Protection Service,Dairy and Meat Inspection,6009601.54,1586245.26,1325528.68,4437188.58,3643000,731226.06
2026,Agriculture Dept,Agriculture Fund,Protection Service,Food and Feed Safety,16163893.92,4893421.73,3766726.45,11733661.97,9888317.14,1228168.96
2026,Agriculture Dept,Agriculture Fund,Protection Service,Lab Services,6139352.11,1448013.5,1340390.97,4679417.81,4757589.42,1969184.95
2026,Agriculture Dept,Agriculture Fund,Protection Service,Pesticide and Fertilizer Mgmt,42244197.76,10193739.67,8468964.63,29663575.33,22170320.77,3507616.47
2026,Agriculture Dept,Agriculture Fund,Protection Service,Plant Protection,20379578.01,2693513.37,1974465.07,17849523.55,6293950.26,1625971.82
2026,Agriculture Dept,Arts & Cultural Heritage Fund,Admin and Financial Assist,Grants and Assistance,803111.68,15607.09,26412.09,776699.59,803111.68,761092.5
2026,Agriculture Dept,Clean Water Fund,Admin and Financial Assist,Agency Services - Agriculture,75000,36787.98,30983.69,41731.8,75000,7228.33
2026,Agriculture Dept,Clean Water Fund,Protection Service,Lab Services,370000,154746.71,135977.86,228590.86,370000,79275.43
2026,Agriculture Dept,Clean Water Fund,Protection Service,Pesticide and Fertilizer Mgmt,25136908.23,10904956.32,4502684.15,12375837.29,25077882.37,9670241.9
2026,Agriculture Dept,Clean Water Revolving Fund,Admin and Financial Assist,Agency Services - Agriculture,23985292.9,3694559.04,7505440.96,12785292.9,11200000,0
2026,Agriculture Dept,Environment & Natural Resource,Protection Service,Pesticide and Fertilizer Mgmt,629887.17,129015.47,44402.43,484619.27,629887.17,456469.27
2026,Agriculture Dept,Federal,Admin and Financial Assist,Agency Services - Agriculture,6010431.95,2603354.01,2259852.89,1413417.94,5577865.32,714658.42
2026,Agriculture Dept,Federal,Ag Marketing & Development,"Marketing, Development, and Innovation",21432736.86,3998537.22,954036.45,17104921.09,9736513.59,4783939.92
2026,Agriculture Dept,Federal,Protection Service,Dairy and Meat Inspection,1652692.53,274172.22,904755.35,673624.93,1648597.67,469670.1
2026,Agriculture Dept,Federal,Protection Service,Food and Feed Safety,1098798.84,486394.42,381531.33,699974.88,1046836.14,178910.39
2026,Agriculture Dept,Federal,Protection Service,Lab Services,2018038.26,787256.64,914906.08,1027286.79,2018038.26,315875.54
2026,Agriculture Dept,Federal,Protection Service,Pesticide and Fertilizer Mgmt,7090444.1,2412714.66,280321.88,4670840.1,7090444.1,4397407.56
2026,Agriculture Dept,Federal,Protection Service,Plant Protection,2068746.2,314198.17,759532.86,1259399.37,1299494.22,225763.19
2026,Agriculture Dept,General,Admin and Financial Assist,Agency Services - Agriculture,9282649.95,3892525.41,3006791.38,5053044.83,9282256.21,2382939.42
2026,Agriculture Dept,General,Admin and Financial Assist,Grants and Assistance,6384000,1414213.11,929786.89,4049881.19,3384000,1040000
2026,Agriculture Dept,General,Ag Marketing & Development,Ag Research Educ & Ext Tech Tr,0,0,0,0,0,0
2026,Agriculture Dept,General,Ag Marketing & Development,"Marketing, Development, and Innovation",38038012.65,6808289.22,4922798.47,28989639,38038012.65,26306924.96
2026,Agriculture Dept,General,Protection Service,Dairy and Meat Inspection,4006722.74,1805775.37,1545646.75,2409449.17,4006722.74,655300.62
2026,Agriculture Dept,General,Protection Service,Food and Feed Safety,3755364.37,2021550.56,1678411.11,1944608.94,3755364.37,55402.7
2026,Agriculture Dept,General,Protection Service,Lab Services,7005695.3,3244592.61,3041295.19,1838224.11,7005217.94,719330.14
2026,Agriculture Dept,General,Protection Service,Pesticide and Fertilizer Mgmt,4473362.04,2052603.02,459780.43,2441792.94,4447086.04,1934702.59
2026,Agriculture Dept,General,Protection Service,Plant Protection,4567686.58,2567485.31,1790578.22,1987095.29,4567686.58,209623.05
2026,Agriculture Dept,Gift,Admin and Financial Assist,Agency Services - Agriculture,22396.86,0,0,22396.86,6281.46,6281.46
2026,Agriculture Dept,Gift,Admin and Financial Assist,Grants and Assistance,1703.1,0,0,1703.1,1664,1664
2026,Agriculture Dept,Gift,Ag Marketing & Development,"Marketing, Development, and Innovation",599843.44,2091.93,8277.51,591565.93,525712.44,515343
2026,Agriculture Dept,Miscellaneous Agency,Admin and Financial Assist,Agency Services - Agriculture,0,0,0,0,0,0
2026,Agriculture Dept,Other Misc Special Revenue,Admin and Financial Assist,Agency Services - Agriculture,13069978.88,4836240.84,3378077.29,7476617.63,10251000,2036681.87
2026,Agriculture Dept,Other Misc Special Revenue,Protection Service,Dairy and Meat Inspection,50000,21989.06,23787.53,26093.15,50000,4223.41
2026,Agriculture Dept,Other Misc Special Revenue,Protection Service,Pesticide and Fertilizer Mgmt,81500.75,7930.07,7285.76,74214.99,81500.75,66284.92
2026,Agriculture Dept,Payroll Clearing,-,-,0,0,0,0,0,0
2026,Agriculture Dept,Remediation Fund,Protection Service,Pesticide and Fertilizer Mgmt,2399000,1232982.26,271171.19,1065866.02,2399000,894846.55
2026,Agriculture Dept,Restrict Misc Special Revenue,Admin and Financial Assist,Agency Services - Agriculture,34863489.94,3447409.24,14910609.13,16796780.51,19329999.57,971981.2
2026,Agriculture Dept,Restrict Misc Special Revenue,Ag Marketing & Development,"Marketing, Development, and Innovation",419910.25,22954.66,8409.47,388546.12,220840,189475.87
2026,Agriculture Dept,Restrict Misc Special Revenue,Protection Service,Dairy and Meat Inspection,152960.2,78385.11,32641.75,65017.97,128000,16973.14
2026,Agriculture Dept,Restrict Misc Special Revenue,Protection Service,Food and Feed Safety,1690899.86,464508.89,316596.51,1374303.35,870604.09,89498.69
2026,Agriculture Dept,Restrict Misc Special Revenue,Protection Service,Lab Services,99445.69,22668.22,18180.63,81265.06,49000,8151.15
2026,Agriculture Dept,Rural Finance Administration,Admin and Financial Assist,Agency Services - Agriculture,10525503.81,0,1103673.95,9421829.86,1655000,551326.05
2026,Agriculture Utilization Resrch,General,Ag Utilization Research Institute,Ag Utilization Research Institute,4388000,0,4388000,0,4388000,0
2026,Amateur Sports Comm,General,Amateur Sports Commission,Amateur Sports Commission,1317151.33,218079.54,172009.01,1115057.32,1317151.33,927062.78
2026,Amateur Sports Comm,Gift,Amateur Sports Commission,Amateur Sports Commission,674.52,0,0,674.52,0,0
2026,Amateur Sports Comm,Payroll Clearing,-,-,0,0,0,0,0,0
2026,Amateur Sports Comm,Renewable Development,Amateur Sports Commission,Amateur Sports Commission,4200000,0,0,4200000,4200000,4200000
2026,Amateur Sports Comm,Restrict Misc Special Revenue,Amateur Sports Commission,Amateur Sports Commission,62031.01,0,0,62031.01,62031.01,62031.01
2026,Animal Health Board,Federal,Livestock And Poultry Health,Disease Regulation And Control,2316199.54,954880.65,215486.91,2001965,2070558.77,900191.21
2026,Animal Health Board,General,Livestock And Poultry Health,Disease Regulation And Control,6711169.15,3133113,3489085.53,2264541.58,6675000,52801.47
2026,Animal Health Board,Payroll Clearing,-,-,0,0,0,0,0,0
2026,Animal Health Board,Restrict Misc Special Revenue,Livestock And Poultry Health,Disease Regulation And Control,114843.37,61703.93,9069.59,105773.78,74000,3226.48
2026,Appellate Counsel & Trg Office,General,Appellate Counsel & Trg Office,Appellate Counsel & Trg Office,1219000,0,0,1219000,0,0
2026,Appellate Counsel & Trg Office,Payroll Clearing,-,-,0,0,0,0,0,0
2026,"Architecture, Engineering Bd",General,AELSLA,AELSLA,1172251.3,701622.41,376847.22,546222.8,1154617.05,76147.42
2026,"Architecture, Engineering Bd",Payroll Clearing,-,-,0,0,0,0,0,0
2026,Arts Board,Arts & Cultural Heritage Fund,Arts Board,Arts Board,39886602.12,11142045.07,21681799.68,8844819,39846602.12,7022757.37
2026,Arts Board,Federal,Arts Board,Arts Board,1094387.44,610414.63,157051.44,413646.45,1093523.78,326057.71
2026,Arts Board,General,Arts Board,Arts Board,8116690.89,1512357.01,6168402.92,696299.44,8106588.39,425828.46
2026,Arts Board,Gift,Arts Board,Arts Board,262193.85,0,0,262193.85,0,0
2026,Arts Board,Payroll Clearing,-,-,0,0,0,0,0,0
2026,Arts Board,Restrict Misc Special Revenue,Arts Board,Arts Board,210,0,0,210,0,0
2026,Asian-Pacific Council,General,Asian Pacific Council,Asian Pacific Council,820745.18,382021.87,262244.87,488354.6,820745.18,176478.44
2026,Asian-Pacific Council,Gift,Asian Pacific Council,Asian Pacific Council,11667.25,0,1903.52,9763.73,11553.75,9650.23
2026,Asian-Pacific Council,Other Misc Special Revenue,Asian Pacific Council,Asian Pacific Council,0,0,0,0,0,0
2026,Asian-Pacific Council,Payroll Clearing,-,-,0,0,0,0,0,0
2026,Asian-Pacific Council,Restrict Misc Special Revenue,Asian Pacific Council,Asian Pacific Council,31,0,0,31,0,0
2026,Attorney General,Environmental,Attorney General,Solicitor General,435000,145000,0,435000,145000,0
2026,Attorney General,Federal,Attorney General,Health and Safety,5978594.05,462260.35,2265370.63,3250963.07,2590187.52,-137443.46
2026,Attorney General,General,Attorney General,Administrative Operations,17746768.64,8678238.76,8013814.4,7418376.21,17733324.52,1041271.36
2026,Attorney General,General,Attorney General,Consumer Protection,16253609.14,3955620.02,10628204.65,3344439.23,15964608.5,1380783.83
2026,Attorney General,General,Attorney General,Government Support,3171752.38,261149.43,4731692.76,-1568940.38,3171752,-1821090.19
2026,Attorney General,General,Attorney General,Health and Safety,6368289.98,761650.6,5492324.08,714120.42,6368289.98,114315.3
2026,Attorney General,General,Attorney General,Solicitor General,4006000.24,190333.89,3815666.11,190334.13,4006000,0
2026,Attorney General,Health Related Boards,Attorney General,Government Support,3000000,2269056.4,730943.6,2269056.4,3000000,0
2026,Attorney General,Health Related Boards,Attorney General,Health and Safety,21000,21000,0,21000,21000,0
2026,Attorney General,Miscellaneous Agency,Attorney General,Consumer Protection,30272754.45,10231.22,604490.71,29658032.52,614721.93,0
2026,Attorney General,Other Misc Special Revenue,Attorney General,Administrative Operations,1420301.68,388752.82,615778.27,759201.55,1044512.79,39981.7
2026,Attorney General,Other Misc Special Revenue,Attorney General,Consumer Protection,4863.76,0,0,4863.76,0,0
2026,Attorney General,Other Misc Special Revenue,Attorney General,Government Support,6455257.45,0,0,6455257.45,0,0
2026,Attorney General,Other Misc Special Revenue,Attorney General,Health and Safety,359162.25,0,284162.25,75000,284162.25,0
2026,Attorney General,Other Misc Special Revenue,Attorney General,Solicitor General,0,0,0,0,0,0
2026,Attorney General,Payroll Clearing,-,-,0,0,0,0,0,0
2026,Attorney General,Remediation Fund,Attorney General,Solicitor General,750000,250000,0,750000,250000,0
2026,Attorney General,Restrict Misc Special Revenue,Attorney General,Administrative Operations,17914.86,620,2726.37,14568.49,3346.37,0
2026,Attorney General,Restrict Misc Special Revenue,Attorney General,Consumer Protection,5744090.52,80174.38,388994.03,5285096.49,676500,207331.59
2026,Attorney General,Restrict Misc Special Revenue,Attorney General,Health and Safety,1774076.44,0,82254.17,1691822.27,100310.8,18056.63
2026,Attorney General,Restrict Misc Special Revenue,Attorney General,Solicitor General,1380000,0,0,1380000,0,0
2026,Barber Examiners Board,General,Barbers,Barbers,590718.72,255584.08,197402.7,310600.46,590718.72,137731.94
2026,Barber Examiners Board,Payroll Clearing,-,-,0,0,0,0,0,0
2026,Behavioral Health & Therapy Bd,Health Related Boards,Behaviorial Health & Therapy,Behaviorial Health & Therapy,1515039.26,702356.73,426988.5,938317.43,1515039.26,385694.03
2026,Behavioral Health & Therapy Bd,Payroll Clearing,-,-,0,0,0,0,0,0
2026,Behavioral Health & Therapy Bd,Restrict Misc Special Revenue,Behaviorial Health & Therapy,Behaviorial Health & Therapy,52202.95,13808,16192,22202.95,35000,5000
2026,Board Of Public Defense,General,Administrative Services Office,Administrative Services Office,4493000,2336464.71,1922863.86,2369874.59,4493000,233671.43
2026,Board Of Public Defense,General,Appellate Office,State Public Defender,11463000,5896023.38,5332386.64,5627090.92,11463000,234589.98
2026,Board Of Public Defense,General,District Public Defense,District Public Defense,152166000,80456355.29,67256109.69,77588398.24,152166000,4453535.02
2026,Board Of Public Defense,Gift,District Public Defense,District Public Defense,78069.02,15232.5,0,78069.02,36610.77,21378.27
2026,Board Of Public Defense,Payroll Clearing,-,-,0,0,0,0,0,0
2026,Board of Teaching,General,Prof Educator Licensing Std Bd.,Operations,9505381.98,4123875.64,2021419.9,5137490.35,9505381.98,3360086.44
2026,Board of Teaching,Payroll Clearing,-,-,0,0,0,0,0,0
2026,Board of Teaching,Restrict Misc Special Revenue,Prof Educator Licensing Std Bd.,Licensure by Portfolio,96579.53,25000,0,96579.53,25000,0
2026,Board of Teaching,Restrict Misc Special Revenue,Prof Educator Licensing Std Bd.,Operations,473215.45,90336,129664,253215.45,295000,75000
2026,Bureau of Mediation Services,General,Mediation Services,Representation Mediation,4798916.47,2338221.94,1354242.12,3179225.25,4798916.47,1106452.41
2026,Bureau of Mediation Services,Other Misc Special Revenue,Mediation Services,Representation Mediation,96078.41,0,0,96078.41,0,0
2026,Bureau of Mediation Services,Payroll Clearing,-,-,0,0,0,0,0,0
2026,Campaign Fin & Public Discl Bd,General,Campaign Finance & Publ Disc,Campaign Finance & Publ Disc,4009141.86,924663.07,1399375.96,2441727.45,4009141.86,1685102.83
2026,Campaign Fin & Public Discl Bd,Other Misc Special Revenue,Campaign Finance & Publ Disc,Campaign Finance & Publ Disc,2461853.77,0,62556.96,2399296.81,156634.97,94078.01
2026,Campaign Fin & Public Discl Bd,Payroll Clearing,-,-,0,0,0,0,0,0
2026,Cannabis Expungement Board,General,Cannabis Expungement Board,Cannabis Expungement Board,6668629.81,4207612.46,1355187.96,3892141.92,6668629.81,1105829.39
2026,Cannabis Expungement Board,Payroll Clearing,-,-,0,0,0,0,0,0
2026,Cannabis Management Office,General,Cannabis Management Office,Cannabis Management Office,56430436.56,17491314.78,9015760.55,38690701.46,56430436.56,29923361.23
2026,Cannabis Management Office,Payroll Clearing,-,-,0,0,0,0,0,0
2026,Cannabis Management Office,Restrict Misc Special Revenue,Cannabis Management Office,Cannabis Management Office,3000000,0,3000,2997000,3000000,2997000
2026,Capitol Area Architect,General,Capitol Area Arch Planning Bd,Capitol Area Arch Planning Bd,1080676.52,390156.63,215269.79,787153.94,1080676.52,475250.1
2026,Capitol Area Architect,Gift,Capitol Area Arch Planning Bd,Capitol Area Arch Planning Bd,202.11,0,0,202.11,0,0
2026,Capitol Area Architect,Payroll Clearing,-,-,0,0,0,0,0,0
2026,Children Youth & Families Dept,Child Support Enforcement,Technical&Fiduciary Activities,Technical&Fiduciary Activities,650435934.84,18932.3,241788792.79,408628209.75,641972000,400164274.91
2026,Children Youth & Families Dept,Family and Medical Benefit Ins,Operations and Administration,Agencywide Supports,336000,0,0,336000,336000,336000
2026,Children Youth & Families Dept,Federal,Forecast Programs,MFIP Child Care Assistance,0,0,0,0,0,0
2026,Children Youth & Families Dept,Federal,Forecast Programs,MFIP Diversionary Work Program,128439147.01,0,36937457.08,91501689.93,120000000,83062542.92
2026,Children Youth & Families Dept,Federal,Forecast Programs,Northstar Care for Children,142047400,0,24838007.26,117209392.74,142047400,117209392.74
2026,Children Youth & Families Dept,Federal,Grant Programs,BSF Child Care Assistance Grts,0,0,0,0,0,0
2026,Children Youth & Families Dept,Federal,Grant Programs,Child & Community Service Grts,0,0,0,0,0,0
2026,Children Youth & Families Dept,Federal,Grant Programs,Child & Economic Support Grts,681779947.45,12646104,181742674.42,487391169.03,651991000,457602221.58
2026,Children Youth & Families Dept,Federal,Grant Programs,Child Care Development Grants,871000,125228,0,745772,871000,745772
2026,Children Youth & Families Dept,Federal,Grant Programs,Child Support Enforcement Grts,0,0,0,0,0,0
2026,Children Youth & Families Dept,Federal,Grant Programs,Children's Services Grants,6536200,0,0,6536200,6536200,6536200
2026,Children Youth & Families Dept,Federal,Grant Programs,Early Learning Grants,0,0,0,0,0,0
2026,Children Youth & Families Dept,Federal,Grant Programs,Support Services Grants,91200000,1949567.54,142345.18,89108087.28,91200000,89108087.28
2026,Children Youth & Families Dept,Federal,Grant Programs,Youth Services Grants,700000,0,0,700000,700000,700000
2026,Children Youth & Families Dept,Federal,Operations and Administration,Agencywide Supports,0,0,0,0,0,0
2026,Children Youth & Families Dept,Federal,Operations and Administration,Child Safety & Permanency,0,0,0,0,0,0
2026,Children Youth & Families Dept,Federal,Operations and Administration,Early Childhood,9161000,3724732.13,595076.5,6874308.18,9161000,4841191.37
2026,Children Youth & Families Dept,Federal,Operations and Administration,Economic Opp & Youth Services,1998474,1577199.84,106152.06,1891678.94,1997974,314622.1
2026,Children Youth & Families Dept,Federal,Operations and Administration,Family Well-Being,9285000,603555.42,163628.98,8954736.04,9285000,8517815.6
2026,Children Youth & Families Dept,Federal,Technical&Fiduciary Activities,Technical&Fiduciary Activities,293713175,944767,19870582.8,272897825.2,292491603,271676253.2
